"api","cum_gor_180","cum_gor_30","cum_gor_365","cum_gor_545","cum_gor_730","cum_gor_90","cum_oil_180","cum_oil_30","cum_oil_365","cum_oil_545","cum_oil_730","cum_oil_90","cum_water_180","cum_water_30","cum_water_365","cum_water_545","cum_water_730","cum_water_90","cum_wc_180","cum_wc_30","cum_wc_365","cum_wc_545","cum_wc_730","cum_wc_90"
"33061019280000","913.367","888.427","929.399","881.892","906.503","884.837","37930","10594","56203","69648","79660","22516","36168","19330","54204","62892","69004","26658","48.811","64.597","49.095","47.451","46.416","54.212"
"33053054920000","","1251.569","","","","1281.379","","32496","","","","64326","","12466","","","","23071","","27.726","","","","26.398"
"33023008900000","883.344","849.951","972.833","","","811.213","25588","5145","37877","","","15785","39093","9667","59086","","","24724","60.44","65.265","60.937","","","61.033"
"33053029580000","1477.48","1604.167","1491.02","1568.449","1582.174","1575.096","41407","8496","61193","75041","86931","26060","16505","5558","22097","26365","29821","12056","28.5","39.547","26.53","25.999","25.542","31.63"
"33053038450000","2277.721","2265.751","2246.101","2298.599","2477.949","2334.412","81769","31078","114144","156397","181783","59352","57788","32270","72267","98122","115241","48067","41.408","50.941","38.768","38.552","38.799","44.747"
"33053043210000","1329.694","1203.354","1433.266","1566.198","","1146.097","101664","27307","150979","178713","","62164","16847","6280","26722","32975","","11243","14.216","18.698","15.038","15.577","","15.316"
"33023009700000","676.628","641.708","","","","633.601","50663","6651","","","","25404","46276","11866","","","","25585","47.737","64.082","","","","50.177"
"33023009490000","1008.208","963.638","","","","912.112","65179","14768","","","","36831","76281","41352","","","","59765","53.924","73.685","","","","61.871"
"33061025150000","537.254","433.751","739.421","990.861","","543.588","68180","20355","121560","150781","","39644","11763","5989","19712","28438","","8335","14.714","22.734","13.953","15.868","","17.372"
"33061007710000","1062.969","1121.792","1084.586","1141.273","1209.636","1046.444","6130","2143","8181","9648","10938","4780","17830","7079","23558","27967","31775","14200","74.416","76.762","74.224","74.351","74.392","74.816"
"33053054560000","","4730.697","","","","1492.105","","5893","","","","42686","","7180","","","","17744","","54.922","","","","29.363"
"33055001460000","348.078","420.667","415.401","406.599","412.95","239.757","46909","1500","115941","154762","181385","18598","29913","6098","55089","64369","71796","19597","38.938","80.258","32.21","29.375","28.358","51.308"
"33089007990000","911.103","1036.954","","","","947.878","51408","19511","","","","35954","48976","28235","","","","38473","48.789","59.136","","","","51.692"
"33053034950000","1315.359","1233.47","1280.487","1295.596","1315.526","1322.495","60994","19313","86243","104883","122532","38844","76364","23294","117768","144212","163331","42328","55.595","54.672","57.726","57.894","57.136","52.146"
"33025007620000","496.658","436.993","532.393","559.445","578.968","454.693","45331","10840","65987","86357","114585","29002","30789","10273","37925","48711","57077","25074","40.448","48.657","36.497","36.064","33.25","46.368"
"33061016490000","464.851","463.385","467.089","462.362","456.474","469.74","99079","24785","145514","178250","205131","57221","48193","27895","59131","67127","75823","37782","32.724","52.952","28.894","27.357","26.988","39.769"
"33061019320000","668.749","624.616","714.711","","","631.203","71381","23123","123019","","","47373","69674","31180","94290","","","53050","49.395","57.419","43.39","","","52.827"
"33105031450000","2067.654","1547.203","","","","1966.957","68023","27615","","","","51721","17079","5534","","","","12076","20.069","16.694","","","","18.929"
"33053046520000","1285.178","","1615.691","1766.811","1712.215","633.007","106474","21179","192699","250496","297646","45069","8078","0","18787","28233","34302","1710","7.052","","8.883","10.129","10.334","3.655"
"33061010050000","746.386","798.192","739.489","749.037","755.169","757.248","36524","8627","61602","84339","107074","21557","8829","4571","12077","14310","16510","7140","19.467","34.634","16.391","14.506","13.359","24.881"
"33061016080000","460.998","512.638","513.555","586.94","625.913","423.764","90560","22472","127038","149443","166063","59703","44995","25589","54417","60788","65704","37546","33.193","53.243","29.989","28.915","28.349","38.608"
"33025015690000","347.029","390.463","324.07","301.008","304.471","413.487","18863","5012","30802","37710","42766","9906","35741","1404","69031","88244","102379","11050","65.455","21.883","69.146","70.06","70.536","52.73"
"33025011580000","547.242","599.907","564.675","570.905","587.72","508.048","30217","8588","45118","54799","63338","17333","16499","6751","23286","27881","31915","10398","35.318","44.012","34.042","33.722","33.506","37.496"
"33025019650000","1213.461","1415.424","1613.184","","","1297.505","63815","7910","110192","","","23445","27424","4330","48197","","","11649","30.057","35.376","30.43","","","33.194"
"33061026310000","","723.819","","","","1086.17","","24350","","","","43855","","469","","","","8641","","1.89","","","","16.46"
"33053040930000","1605.282","3017.385","1515.31","1533.085","1501.351","2796.957","39836","2876","152908","213508","251662","8806","8152","235","39579","46798","46959","670","16.988","7.554","20.562","17.978","15.725","7.07"
"33053049830000","915.064","996.587","1022.955","","","948.68","69087","24317","86430","","","47486","36078","11741","50537","","","21414","34.306","32.561","36.897","","","31.08"
"33105031410000","","","","","","","","","","","","","","","","","","","","","","","",""
"33089006280000","312.735","148.983","367.7","445.596","521.484","220.506","22559","8699","33938","43232","52247","15147","37587","4507","85679","122319","153274","12044","62.493","34.128","71.628","73.886","74.578","44.294"
"33025009780000","748.306","747.939","754.425","809.984","857.38","746.961","55635","17222","82944","114801","136194","38496","29498","17152","39614","53385","62322","23331","34.649","49.898","32.323","31.742","31.394","37.736"
"33053036620000","972.435","338.083","1213.923","1307.997","1346.908","751.631","75675","24000","104664","122391","138737","51963","29526","10326","40421","47872","54051","21506","28.066","30.082","27.86","28.117","28.036","29.272"
"33023008670000","909.808","1084.757","","","","1133.155","20157","4625","","","","12339","8747","3108","","","","3108","30.262","40.191","","","","20.12"
"33053056590000","","","","","","","","","","","","","","","","","","","","","","","",""
"33053049510000","890.768","","1058.599","","","706.175","94807","26556","134729","","","58831","20480","8184","33508","","","13695","17.764","23.558","19.917","","","18.883"
"33025019070000","958.957","920.475","885.44","885.473","","935.966","19711","3873","42301","55655","","6887","33653","5021","58709","72450","","12049","63.063","56.454","58.122","56.555","","63.63"
"33053029200000","245.753","77.852","223.837","209.913","201.044","164.286","6710","1490","10530","13720","16474","4060","18787","7047","25559","30610","34758","13808","73.683","82.547","70.822","69.05","67.844","77.278"
"33061027880000","","653.004","","","","708.986","","29032","","","","48575","","13993","","","","24276","","32.523","","","","33.323"
"33061014530000","1097.042","958.949","1146.093","1175.593","1241.989","1029.891","62303","17880","94529","116878","136659","38206","27136","5954","34458","40110","45160","19763","30.34","24.981","26.714","25.55","24.838","34.092"
"33023010240000","548.58","584.635","605.193","","","560.962","40315","7745","64006","","","22793","54307","14652","84725","","","32333","57.394","65.419","56.965","","","58.653"
"33053031590000","1843.395","1716.897","1841.358","1908.296","1977.244","1710.048","75087","15754","108893","130485","148842","46825","28058","12092","39582","46562","52751","20175","27.202","43.425","26.659","26.299","26.167","30.112"
"33025021940000","","818.591","","","","746.562","","28229","","","","64505","","7435","","","","27259","","20.847","","","","29.706"
"33025012310000","314.832","433.779","341.696","367.237","354.069","357.563","36213","14346","68517","84888","101675","21585","38130","14750","75060","94642","115028","22875","51.289","50.694","52.279","52.717","53.081","51.451"
"33023010220000","1195.237","1098.909","1469.791","","","1084.568","40520","13285","55629","","","26736","40682","16467","59046","","","28662","50.1","55.348","51.49","","","51.738"
"33033003320000","205.576","198.596","212.787","","","196.247","13737","2850","20302","","","7567","33193","6634","66095","","","17121","70.729","69.949","76.501","","","69.349"
"33053036320000","1706.643","2017.834","1558.237","1507.269","1488.394","1889.396","51722","2355","92595","122917","147981","10072","57298","6764","83380","98071","118394","22367","52.557","74.175","47.382","44.378","44.446","68.951"
"33053058810000","","1138.776","","","","","","18937","","","","","","17572","","","","","","48.131","","","",""
"33105034660000","","2070.929","","","","","","22022","","","","","","28188","","","","","","56.14","","","",""
"33023007960000","1098.867","1053.88","1128.072","1132.869","1225.732","1073.396","47741","15089","71944","86913","99091","33476","73099","28564","114283","141545","170523","53146","60.492","65.434","61.368","61.957","63.247","61.354"
"33053043490000","1015.5","1104.74","1052.401","1024.582","","1085.605","70385","20909","99999","119559","","42661","98516","34820","144461","167884","","61320","58.328","62.481","59.094","58.406","","58.972"
"33061019790000","665.019","707.913","689.227","722.561","804.057","605.021","33387","8025","58937","77444","96436","19358","28086","11211","41411","49860","62439","19540","45.688","58.281","41.267","39.166","39.301","50.234"
"33025020660000","756.975","853.724","","","","774.189","52044","17132","","","","32505","36720","13882","","","","21863","41.368","44.76","","","","40.213"
"33025011070000","821.445","818.144","919.354","1010.771","1032.678","783.052","63510","19257","88944","109551","127427","42789","54048","22040","73548","89901","104621","39118","45.976","53.369","45.263","45.074","45.086","47.759"
"33053046180000","1479.53","1147.814","1301.324","","","1283.112","47534","7983","101054","","","12186","40489","0","89727","","","13336","45.998","","47.031","","","52.253"
"33053046340000","1595.389","1559.5","","","","1638.539","93134","17521","","","","45222","52055","17988","","","","32006","35.853","50.658","","","","41.444"
"33053056710000","","1810.415","","","","","","13672","","","","","","499","","","","","","3.521","","","",""
"33025019540000","924.688","532.488","1324.899","","","804.395","125585","37706","212829","","","77953","11384","1487","25661","","","5650","8.311","3.794","10.76","","","6.758"
"33105027790000","780.848","853.339","686.948","","","822.645","35797","11680","72333","","","25198","48305","14572","123630","","","33409","57.436","55.508","63.088","","","57.005"
"33023010830000","749.485","646.166","","","","715.183","41235","5203","","","","22123","111427","32093","","","","73169","72.989","86.049","","","","76.784"
"33023006060000","978.564","1058.768","1091.932","1129.018","1128.866","980.032","50942","11622","75708","90445","101245","29998","71293","29024","93991","106818","115157","52782","58.325","71.407","55.387","54.15","53.214","63.762"
"33105019810000","619.596","476.359","498.061","566.018","576.295","620.578","34140","6218","49508","60332","67377","22782","59603","18073","89634","112606","130434","36461","63.581","74.402","64.419","65.114","65.939","61.545"
"33025012210000","","","","","","","","","","","","","","","","","","","","","","","",""
"33105026890000","777.208","980.615","760.889","779.998","845.532","891.351","26141","7996","43394","55295","65308","15435","43738","20165","61906","76953","89136","31031","62.591","71.606","58.79","58.188","57.714","66.782"
"33089006660000","437.482","402.252","444.131","454.759","511.77","400.408","30479","10123","44721","53193","61938","20087","26473","6697","39851","47537","55516","15771","46.483","39.816","47.121","47.192","47.266","43.982"
"33053030250000","835.112","694.696","894.037","890.127","845.922","820.052","59865","10370","95297","120057","140033","36705","8235","1914","12772","16073","18184","5451","12.093","15.581","11.818","11.807","11.493","12.931"
"33105018410000","1035.204","1149.704","963.472","939.648","911.545","1083.395","74054","24455","112297","146541","171058","51394","73401","33043","103524","127538","161822","53959","49.779","57.468","47.968","46.533","48.613","51.217"
"33061029120000","","457.05","","","","468.138","","15029","","","","35968","","1949","","","","29829","","11.48","","","","45.335"
"33061015310000","816.097","817.424","840.607","868.768","876.752","810.56","43659","11869","66797","81474","93551","26800","32355","14383","45004","53968","61271","23351","42.565","54.788","40.254","39.846","39.575","46.561"
"33025013950000","358.931","488.032","398.759","449.873","550.69","312.064","30836","2465","49333","59170","71247","15766","28364","1131","49153","62698","75657","13675","47.912","31.452","49.909","51.447","51.501","46.449"
"33033003040000","436.575","504.078","426.205","432.534","454.816","449.789","57793","16186","90318","112019","147288","37193","19310","7741","28562","34042","45346","13854","25.044","32.353","24.026","23.307","23.54","27.14"
"33061009120000","395.322","312.605","428.912","459.378","504.909","369.372","10389","2380","14679","17626","19453","6752","34814","6666","51489","64753","73581","21368","77.017","73.69","77.816","78.604","79.09","75.989"
"33053040170000","1217.171","1244.124","1572.054","","","1273.414","24681","8934","43426","","","14041","78289","33918","135689","","","47901","76.031","79.151","75.755","","","77.332"
"33061024410000","402.134","21.54","490.777","580.373","","166.15","75445","17781","112053","147905","","43527","33959","7770","53417","75622","","20002","31.04","30.41","32.282","33.831","","31.485"
"33053034210000","925.768","814.182","1209.239","1260.52","1271.774","811.402","53158","16161","75722","91298","104863","35695","28727","13520","37732","43948","49161","21873","35.082","45.551","33.258","32.495","31.918","37.995"
"33105026510000","874.798","776.114","848.471","831.169","","827.938","37212","8348","51957","66161","","22428","60558","17263","87544","112270","","39082","61.939","67.405","62.755","62.921","","63.538"
"33105014830000","37114.988","39991.055","25039.979","26996.701","29342.322","39472.628","3296","559","11531","17276","21100","1644","2281","60","9498","10844","12207","150","40.9","9.693","45.166","38.563","36.65","8.361"
"33025018020000","526.513","559.03","498.301","485.16","","634.405","90558","28079","118286","145051","","58480","73468","25533","98424","113931","","48756","44.79","47.626","45.417","43.992","","45.466"
"33025016720000","391.046","389.98","384.606","382.712","394.206","391.41","75720","27745","137208","164429","194637","51174","41612","13759","70138","96113","115360","24356","35.465","33.151","33.827","36.89","37.213","32.247"
"33105031530000","920.465","716.669","","","","897.217","94260","27692","","","","57558","87536","32931","","","","58166","48.151","54.321","","","","50.263"
"33007016460000","","","","","","","","16","","","","","","3652","","","","","","99.564","","","",""
"33023007120000","760.341","488.416","710.393","729.596","730.672","572.838","13732","3194","30828","36904","42127","8313","72139","17034","171300","228588","277022","39510","84.009","84.21","84.748","86.1","86.8","82.617"
"33053030700000","1703.109","962.982","1731.131","1711.239","1723.21","1461.952","71373","29121","100339","118378","138921","52315","10177","4362","14080","15838","18115","7714","12.479","13.028","12.306","11.8","11.536","12.85"
"33053038260000","1228.78","1211.905","1274.993","1231.308","1195.489","1248.225","89291","34624","107348","124609","149359","64643","69053","29260","91292","116489","153911","47016","43.609","45.802","45.959","48.316","50.75","42.107"
"33061009800000","1453.251","1122.999","1509.538","1537.422","1521.027","1278.846","35466","11870","50638","62904","72050","23461","9685","2074","14059","18591","21062","5551","21.45","14.874","21.731","22.812","22.62","19.133"
"33105025480000","689.46","642.796","698.987","690.419","720.096","686.875","89895","25806","149914","189466","241472","55160","89603","34455","142272","182580","228420","59609","49.919","57.176","48.692","49.075","48.611","51.938"
"33025016770000","542.307","599.989","649.226","642.672","","483.233","81428","18247","127267","166939","","52900","80278","39807","114087","139906","","63063","49.644","68.569","47.27","45.595","","54.382"
"33053046660000","1259.919","700.569","1374.456","","","1064.381","83549","26891","113036","","","57020","50287","16611","80079","","","29320","37.574","38.184","41.467","","","33.959"
"33061030830000","","441.024","","","","629.586","","7342","","","","20496","","10415","","","","22674","","58.653","","","","52.523"
"33061011130000","647.34","499.411","634.692","624.066","613.962","861.954","33063","4243","53960","69568","80803","17994","68061","14769","106449","134688","157430","41782","67.304","77.683","66.361","65.941","66.082","69.898"
"33013015860000","659.351","","1454.439","1851.953","2285.937","12.85","12849","2541","20489","26370","32028","7860","3393","658","5839","7298","9025","2147","20.89","20.569","22.178","21.676","21.984","21.455"
"33025014930000","410.367","472.06","399.929","397.833","395.983","424.524","15318","4277","25457","32388","37393","8506","59518","16334","104632","136206","159457","29133","79.531","79.249","80.431","80.789","81.004","77.401"
"33053033030000","875.505","730.992","1255.76","906.783","958.824","782.251","8161","2933","24003","78183","112273","5589","1466","274","6742","31301","41557","758","15.228","8.544","21.929","28.59","27.015","11.943"
"33105017230000","1045.164","1047.236","1083.572","1118.821","1140.489","1052.93","72225","19540","113519","137770","157607","45400","53379","20620","86631","104573","121032","36288","42.498","51.345","43.283","43.151","43.437","44.423"
"33025014200000","1031.637","1005.001","1057.04","1058.492","1071.208","1018.821","59741","15997","92531","114323","132513","39105","21415","7244","31324","37484","42810","15250","26.387","31.169","25.291","24.692","24.418","28.056"
"33105025230000","1257.41","591.089","1238.378","1161.149","1187.436","1026.722","39105","13668","52811","62073","70931","26907","29620","4379","42931","50996","58843","16905","43.099","24.264","44.84","45.102","45.343","38.585"
"33053040370000","1561.129","1262.934","1508.369","1546.996","","1372.854","56561","15521","77190","93955","","36690","39860","14322","52581","63338","","26421","41.34","47.991","40.518","40.268","","41.864"
"33009021900000","602.62","824.273","437.086","","","863.471","2519","791","3473","","","1648","48715","12718","66110","","","29065","95.083","94.145","95.009","","","94.634"
"33105023000000","800.7","720.304","746.911","728.319","737.472","810.432","88023","24641","142191","183340","217508","56518","94230","36149","142194","178742","214316","63784","51.703","59.465","50.001","49.365","49.63","53.02"
"33105021830000","646.666","648.026","620.778","624.195","632.394","648.01","60198","13322","91519","113378","130172","36680","80717","31810","117681","143916","164846","58555","57.281","70.482","56.253","55.934","55.877","61.485"
"33053043390000","1571.611","1356.937","1778.611","","","1690.806","63489","9702","85998","","","38112","21195","3320","27446","","","11489","25.028","25.495","24.193","","","23.163"
"33053034640000","1374.827","885.35","1883.041","1868.774","1836.5","1216.596","111969","19904","189152","231913","267743","58376","6087","254","20884","28470","38761","676","5.156","1.26","9.943","10.934","12.646","1.145"
"33053036880000","593.897","487.065","676.282","662.724","637.144","513.552","26444","4948","46210","58673","68027","14869","24065","3090","42613","55883","66384","10778","47.645","38.442","47.975","48.782","49.389","42.024"
"33025017100000","283.609","361.291","295.502","","","311.162","57410","16358","92013","","","29859","46734","13440","76135","","","24016","44.874","45.104","45.279","","","44.577"
"33061027620000","619.181","1355.444","","","","639.766","103729","16689","","","","61535","137352","34174","","","","92499","56.973","67.188","","","","60.051"
"33061022030000","1324.922","1274.08","1327.097","1353.682","","1313.519","69232","27211","100053","122042","","49056","15194","7279","26977","33174","","10586","17.997","21.105","21.237","21.373","","17.749"
"33025022300000","1271.141","1199.455","","","","1224.694","86479","27540","","","","56094","28391","12351","","","","20536","24.716","30.962","","","","26.799"
"33025009050000","519.183","516.766","428.411","424.668","495.815","536.199","26143","7545","53416","72572","88297","15401","24249","13256","40518","50517","59304","16878","48.121","63.728","43.135","41.041","40.179","52.288"
"33061018920000","472.13","357.634","1135.785","1240.798","1125.477","391.273","61553","18463","100438","139075","190848","36918","17237","6852","25149","46438","70885","11591","21.877","27.067","20.025","25.032","27.083","23.895"
"33105025450000","582.292","117.83","594.362","684.879","","493.361","39147","8351","51334","69732","","22067","80322","34706","102933","129200","","57031","67.233","80.605","66.724","64.947","","72.102"
"33061026460000","597.824","756.029","619.933","","","722.151","50468","12026","72803","","","28735","38333","15899","50184","","","27901","43.167","56.935","40.804","","","49.264"
"33105021550000","507.453","","1051.493","1311.626","1450.409","","34147","11372","48783","58952","67250","23887","44058","16696","65049","81127","94054","31585","56.337","59.484","57.145","57.915","58.309","56.939"
"33061026720000","443.021","290.795","","","","464.863","166604","19598","","","","87828","193536","27041","","","","105384","53.739","57.979","","","","54.543"
"33023012560000","","988.223","","","","","","6538","","","","","","43017","","","","","","86.807","","","",""
"33053043000000","583.724","529.777","762.67","750.787","","529.125","51658","12879","76581","92463","","27691","60222","13484","91529","112611","","32298","53.827","51.147","54.446","54.912","","53.84"
"33053046750000","955.104","700.809","942.555","","","834.185","70830","21879","101959","","","47559","38897","5269","65388","","","21905","35.449","19.408","39.073","","","31.534"
"33061028430000","1577.626","1732.718","","","","1754.571","41771","14408","","","","27617","10181","0","","","","4414","19.597","","","","","13.78"
"33025009570000","247.487","296.803","341.259","379.281","406.886","250.682","20494","6506","38947","51885","62042","13930","5978","1363","19195","28238","35171","3978","22.582","17.321","33.014","35.243","36.179","22.214"
"33105019400000","1208.953","840.895","1493.16","1561.983","1585.335","1003.501","83210","24443","118635","143983","164434","53979","40903","15928","61473","72751","83783","27388","32.956","39.454","34.131","33.567","33.754","33.66"
"33105030350000","846.308","985.277","789.878","","","975.524","52768","21395","81586","","","36199","141925","29433","249272","","","59156","72.897","57.907","75.341","","","62.038"
"33105023510000","839.428","796.076","846.465","920.951","956.66","873.538","40306","11877","61960","75902","86618","24790","54144","18166","82044","105190","125084","35231","57.326","60.467","56.973","58.086","59.085","58.698"
"33023008890000","1272.49","1584.956","1503.901","1604.241","","1278.057","55059","12018","82155","99318","","31418","60789","26120","86768","104926","","43587","52.473","68.488","51.365","51.373","","58.112"
"33061018070000","862.855","1006.008","877.445","880.565","861.928","867.916","40840","11818","78055","102173","130345","26415","35745","15643","61677","76436","90876","27773","46.674","56.964","44.139","42.795","41.079","51.253"
"33089007950000","495.499","529.095","609.455","","","500.553","29546","7235","49623","","","17187","24992","7243","37903","","","15806","45.825","50.028","43.305","","","47.907"
"33053035380000","1371.513","585.283","1583.978","1586.985","1543.974","1283.135","112459","8249","183555","212479","255832","59053","22013","6293","30367","31954","34703","13993","16.37","43.275","14.195","13.073","11.945","19.156"
"33105027340000","1208.135","1119.793","1273.612","1203.147","","1173.594","81183","21437","127447","157443","","50140","72628","28882","107023","134875","","52185","47.219","57.398","45.645","46.14","","50.999"
"33053042840000","985.73","1253.62","","","","1111.487","81431","11395","","","","48167","48343","16289","","","","34802","37.252","58.839","","","","41.946"
"33053039010000","884.891","1027.366","1008.59","942.299","969.734","807.116","70429","25470","98024","113378","150038","45504","63710","24407","96726","118861","245110","41748","47.496","48.934","49.667","51.18","62.03","47.848"
"33105034690000","","2026.857","","","","2249.519","","20814","","","","47295","","29382","","","","58268","","58.535","","","","55.197"
"33053030380000","1553.939","1907.436","1530.044","1549.003","1550.971","1834.404","86320","13461","173746","234090","297032","40937","9664","2518","14673","18332","22216","7062","10.068","15.758","7.787","7.262","6.959","14.713"
"33013012270000","","","","","","","1815","26","3490","4919","6273","389","30379","1896","41658","50777","60396","16262","94.362","98.647","92.27","91.168","90.591","97.664"
"33053029290000","947.027","672.571","1149.796","1263.773","1263.35","838.711","44362","9089","80316","103551","119434","25135","10407","3631","15376","20258","24004","7523","19.002","28.546","16.068","16.362","16.735","23.036"
"33053035720000","1807.225","2732.743","1697.219","1671.535","1613.194","1986.65","28458","1695","45049","58064","67561","17603","9306","776","13462","16353","18795","6139","24.643","31.404","23.008","21.975","21.765","25.857"
"33061013020000","434.649","412.217","457.924","476.057","494.223","420.198","107673","27175","159913","191536","213847","65205","18453","9538","23516","26828","29247","13946","14.631","25.98","12.82","12.286","12.031","17.619"
"33055001430000","529.034","916.739","472.642","490.194","499.354","604.365","71175","18424","112455","146644","177930","47473","8690","2270","12782","17288","21339","6715","10.881","10.969","10.206","10.546","10.709","12.392"
"33053052740000","984.295","1171.805","","","","1082.062","60744","27345","","","","43772","75878","35968","","","","59572","55.539","56.81","","","","57.644"
"33055001270000","486.731","453.648","516.583","538.553","553.91","480.553","62363","19956","104080","135307","158903","39415","27333","15960","38397","46424","52507","21025","30.473","44.437","26.95","25.545","24.837","34.787"
"33025017490000","894.685","864.175","851.838","824.138","840.784","855.431","91165","30149","138929","175626","211467","63935","77220","36952","99617","116471","132773","62616","45.859","55.069","41.76","39.874","38.57","49.479"
"33061011120000","630.278","599.041","623.087","646.665","657.611","614.888","166647","42972","248861","334527","399519","102069","15204","8995","18869","22660","26032","12453","8.361","17.309","7.048","6.344","6.117","10.874"
"33025008090000","185.865","411.172","174.34","185.651","180.082","174.273","42956","4171","70833","92394","109139","24542","49172","16695","78234","101576","119816","33710","53.374","80.011","52.482","52.367","52.332","57.869"
"33053058690000","","1434.611","","","","","","17480","","","","","","22575","","","","","","56.36","","","",""
"33053039250000","1153.494","952.486","1166.916","1307.508","","1009.646","55846","14080","89566","115727","","32551","24554","8688","36284","45117","","15475","30.54","38.159","28.831","28.05","","32.222"
"33061010580000","251.372","517.854","236.579","340.655","388.353","356.316","69777","24673","116980","199040","252693","46456","13517","6693","28870","42265","48845","10214","16.228","21.338","19.794","17.515","16.199","18.024"
"33053045650000","1002.28","888.361","1003.799","","","971.931","27191","4837","43695","","","14999","39354","10329","62388","","","23837","59.139","68.106","58.811","","","61.379"
"33053056770000","1090.75","376.655","","","","672.705","94645","18651","","","","57242","25756","5659","","","","15716","21.392","23.278","","","","21.541"
"33061023770000","632.598","605.756","705.801","762.506","","609.038","57580","17337","83600","101910","","37221","16063","11892","18384","21330","","13946","21.812","40.686","18.026","17.308","","27.256"
"33061028410000","1189.97","950.956","","","","1166.261","48434","15170","","","","32864","32466","10830","","","","25499","40.131","41.654","","","","43.69"
"33105016960000","1022.747","746.041","1035.953","999.858","1000.29","1004.144","20618","3410","36075","49160","62035","11343","23121","9528","31105","36294","40824","17044","52.861","73.644","46.301","42.472","39.689","60.042"
"33023007240000","749.451","610.62","793.82","832.593","919.507","723.571","105604","24105","154928","205505","226690","66650","71187","22608","104000","154647","192072","46372","40.266","48.398","40.166","42.939","45.867","41.029"
"33013016000000","839.695","928.503","874.245","985.19","","801.794","39824","6238","59910","75286","","21402","78514","24554","110714","136692","","52152","66.347","79.741","64.888","64.484","","70.903"
"33105036750000","","1408.153","","","","","","8095","","","","","","30435","","","","","","78.99","","","",""
"33075014200000","218.196","218.808","217.043","217.478","217.648","215.487","2594","1074","3368","4028","4567","1963","9312","1807","19148","28272","38298","4673","78.213","62.721","85.042","87.529","89.346","70.419"
"33025023010000","209.925","354.921","","","","297.582","59569","12893","","","","33174","42820","2118","","","","21104","41.821","14.11","","","","38.881"
"33053050360000","","1014.55","","","","1074.809","","5292","","","","24342","","17954","","","","75209","","77.235","","","","75.548"
"33061019250000","899.415","908.081","985.864","1050.89","1086.445","910.725","30939","8464","47752","60090","70021","18695","23787","7666","35311","44020","53874","16218","43.466","47.526","42.511","42.282","43.484","46.453"
"33105022730000","1585.766","1539.085","1556.705","1567.998","1584.132","1587.35","67346","20097","100741","121187","139150","46039","43051","15675","66577","81876","95622","30470","38.997","43.819","39.791","40.32","40.73","39.825"
"33061018700000","1029.396","846.395","1069.478","1122.294","1164.866","964.254","89197","19817","161159","220951","258398","51279","19680","2311","36447","50910","67382","10307","18.075","10.444","18.444","18.726","20.683","16.736"
"33105028470000","","","","","","","","","","","","","","","","","","","","","","","",""
"33023010910000","579.445","574.971","575.473","","","569.246","50538","15646","69767","","","35612","140610","44482","193829","","","95653","73.561","73.979","73.533","","","72.87"
"33105019590000","969.56","1179.293","1063.937","1031.105","1091.66","1029.013","23587","6877","36458","44302","49542","16372","50622","21830","76332","93135","107515","37048","68.215","76.044","67.676","67.766","68.456","69.352"
"33013015340000","672.08","660.6","674.475","713.38","787.474","645.031","16995","4231","23393","28079","31855","11432","71332","18185","103447","130868","154506","45930","80.759","81.125","81.557","82.334","82.907","80.07"
"33053048320000","","994.387","","","","861.019","","2138","","","","15369","","7357","","","","44267","","77.483","","","","74.229"
"33053055710000","","977.702","","","","","","15293","","","","","","30724","","","","","","66.767","","","",""
"33105022430000","1743.306","1616.932","1688.673","1689.377","1698.966","1669.613","67750","17305","102911","126420","146379","44917","39040","13071","82659","98498","109408","26915","36.558","43.031","44.543","43.793","42.773","37.469"
"33053030540000","1919.928","1985.639","2072.362","2063.168","2013.555","1797.138","56986","21725","83760","101175","111844","39687","9246","3099","15430","19083","20907","5855","13.96","12.484","15.556","15.868","15.749","12.856"
"33053048050000","1652.574","3252.683","","","","1993.674","54046","6803","","","","31614","15709","6055","","","","11142","22.52","47.091","","","","26.06"
"33105025310000","819.765","975.851","802.272","827.956","873.848","838.506","40142","5756","68316","88547","104279","22620","58388","20443","82633","103403","117576","40309","59.259","78.03","54.742","53.87","52.997","64.055"
"33105019030000","689.296","651.442","696.225","674.805","723.375","700.447","67273","21325","95347","119891","138393","46713","93688","32238","136210","171441","200515","64598","58.205","60.187","58.824","58.847","59.165","58.034"
"33061015770000","465.884","291.287","523.768","557.871","565.277","438.104","59547","8665","105774","131767","151439","30632","60978","11761","93590","116483","135927","33173","50.594","57.579","46.944","46.922","47.301","51.991"
"33061026050000","1253.984","1101.434","","","","1237.574","74359","28797","","","","53495","33990","13736","","","","24421","31.371","32.295","","","","31.343"
"33053043430000","1351.313","2124.117","919.885","837.161","822.746","1654.772","75400","11602","178730","238229","305387","26455","16624","3640","16624","17226","39039","10000","18.065","23.881","8.51","6.743","11.335","27.431"
"33053039000000","1131.894","1129.976","1126.676","1048.58","","1120.351","72596","21150","96380","113916","","42110","65595","26171","94226","142021","","43307","47.467","55.305","49.435","55.491","","50.701"
"33053056850000","1747.454","1344.775","","","","1529.45","94763","27415","","","","60357","3376","0","","","","0","3.44","","","","",""
"33105027680000","717.416","721.944","","","","696.254","78911","8786","","","","47971","45957","238","","","","18504","36.804","2.637","","","","27.836"
