"api","file_no","Current_Operator","Current_Well_Name","Lease_Name","Lease_Number","Original_Operator","Original_Well_Name","Spud_Date","TD","County_Name","Township","Range","Section","QQ","Footages","Field_Name","Produced_Pools","Wellbore","Latitude","Longitude","Well_Type","Well_Status","CTB","Well_Status_Date"
"33053030770000","18437","OASIS PETROLEUM NORTH AMERICA LLC","ANGELL  5200 31-28H","ANGELL","5200 31-28H","OASIS PETROLEUM NORTH AMERICA LLC","ANGELL  5200 31-28H","12/29/2009","19620","MCKENZIE","152 N","100 W","28","NWSW","1800 FSL  800 FWL","CAMP","BAKKEN","HORIZONTAL","47.954622188511223","-103.49436630727803","OG","A","218437","04/20/2010"
"33061011640000","18438","EOG RESOURCES, INC.","FERTILE   32-33H","FERTILE","32-33H","EOG RESOURCES, INC.","FERTILE   32-33H","03/16/2010","15407","MOUNTRAIL","151 N","90 W","33","NWNW","300 FNL  350 FWL","PARSHALL","BAKKEN","HORIZONTAL","47.861278941911813","-102.21316165096592","OG","A","118438","06/16/2010"
"33105017600000","18439","STATOIL OIL & GAS LP","JACK ERICKSON 6-31  1-H","JACK ERICKSON 6-31","1-H","BRIGHAM OIL & GAS, L.P.","JACK ERICKSON 6-31  1-H","12/16/2009","19920","WILLIAMS","154 N","102 W","6","SWSE","290 FSL  2400 FEL","PAINTED WOODS","BAKKEN","HORIZONTAL","48.184366112235494","-103.85105287534387","OG","A","118439","03/21/2010"
"33061011650000","18440","HESS BAKKEN INVESTMENTS II, LLC","EN-L CVANCARA-155-93-  2726H-1","EN-L CVANCARA-155-93-","2726H-1","HESS CORPORATION","EN-L CVANCARA-155-93-  2726H-1","01/26/2010","19858","MOUNTRAIL","155 N","93 W","27","SWNW","2630 FNL  340 FWL","ROBINSON LAKE","BAKKEN","HORIZONTAL","48.218750879532976","-102.63220427612836","OG","A","216981","04/03/2010"
"33053030780000","18441","XTO ENERGY INC.","WHITE FEDERAL  34X-34","WHITE FEDERAL","34X-34","XTO ENERGY INC.","WHITE FEDERAL  34X-34","09/03/2010","21875","MCKENZIE","154 N","96 W","34","SWSE","307 FSL  1473 FEL","GRINNELL","BAKKEN","HORIZONTAL","48.111231547364632","-103.00631422338625","OG","A","118441","11/20/2010"
"33053030790000","18442","BURLINGTON RESOURCES OIL & GAS COMPANY LP","MESA VERDE  24-22H","MESA VERDE","24-22H","BURLINGTON RESOURCES OIL & GAS COMPANY LP","MESA VERDE  24-22H","12/16/2009","19950","MCKENZIE","152 N","96 W","22","SESW","300 FSL  1320 FWL","CLEAR CREEK","BAKKEN","HORIZONTAL","47.96397987192654","-102.95700686721364","OG","A","118442","03/04/2010"
"33105017610000","18443","STATOIL OIL & GAS LP","OWAN 29-32  1-H","OWAN 29-32","1-H","BRIGHAM OIL & GAS, L.P.","OWAN 29-32  1-H","04/04/2010","20390","WILLIAMS","154 N","103 W","29","NENE","310 FNL  900 FEL","PAINTED WOODS","BAKKEN","HORIZONTAL","48.139518632703144","-103.95258852783709","OG","A","118443","06/11/2010"
"33061011660000","18444","EOG RESOURCES, INC.","ROSS  100-09H","ROSS","100-09H","EOG RESOURCES, INC.","ROSS  100-09H","12/04/2009","14980","MOUNTRAIL","156 N","92 W","9","SWSW","355 FSL  1200 FWL","ALGER","BAKKEN","HORIZONTAL","48.342610801635907","-102.52086715298319","OG","A","118444","03/15/2010"
"33023005730000","18445","CONTINENTAL RESOURCES, INC.","FORTIER  1-17H","FORTIER","1-17H","CONTINENTAL RESOURCES, INC.","FORTIER  1-17H","12/18/2009","18837","DIVIDE","160 N","96 W","17","NWNE","170 FNL  1320 FEL","HAMLET","BAKKEN","HORIZONTAL","48.690664042943304","-103.1079641500024","OG","A","118445","03/22/2010"
"33053030800000","18446","HRC OPERATING, LLC","FORT BERTHOLD  152-93-18B-19-1H","FORT BERTHOLD","152-93-18B-19-1H","PETRO-HUNT, L.L.C.","FORT BERTHOLD  152-93-18B-19-1H","02/19/2012","20210","MCKENZIE","152 N","93 W","18","NENW","450 FNL  1780 FWL","FOUR BEARS","BAKKEN","HORIZONTAL","47.990890669461969","-102.63491669894533","OG","A","118446","09/15/2012"
"33061011670000","18447","OASIS PETROLEUM NORTH AMERICA LLC","ENERSON  5792 44-4H","ENERSON","5792 44-4H","OASIS PETROLEUM NORTH AMERICA LLC","ENERSON  5792 44-4H","01/01/2010","19100","MOUNTRAIL","157 N","92 W","4","SESE","1220 FSL  400 FEL","COTTONWOOD","BAKKEN","HORIZONTAL","48.448304063246944","-102.56094938114769","OG","A","118447","02/27/2010"
"33053030810000","18448","QEP ENERGY COMPANY","ANDRECOVICH  5-17/16H","ANDRECOVICH","5-17/16H","HELIS OIL & GAS COMPANY, L.L.C.","ANDRECOVICH  5-17/16H","04/17/2010","20673","MCKENZIE","149 N","95 W","17","SWNW","1500 FNL  300 FWL","GRAIL","BAKKEN","HORIZONTAL","47.727756263121066","-102.87572229886433","OG","A","218448","09/17/2010"
"33061011680000","18449","EOG RESOURCES, INC.","REDMOND  1-06H","REDMOND","1-06H","EOG RESOURCES, INC.","REDMOND  1-06H","12/16/2009","13285","MOUNTRAIL","157 N","89 W","6","LOT4","350 FNL  650 FWL","CLEAR WATER","BAKKEN","HORIZONTAL","48.458345579833399","-102.23085985878049","OG","A","118449","05/01/2010"
"33025009990000","18450","HESS BAKKEN INVESTMENTS II, LLC","LIND  2-1H","LIND","2-1H","TRACKER RESOURCE DEVELOPMENT II, LLC","LIND  2-1H","02/04/2010","20911","DUNN","145 N","97 W","2","NWNE","75 FNL  2355 FEL","LITTLE KNIFE","BAKKEN","HORIZONTAL","47.415353137265846","-103.00162016946531","OG","A","118450","05/13/2010"
"33033002950000","18451","WHITING OIL AND GAS CORPORATION","DRY CREEK  11-13TFH","DRY CREEK","11-13TFH","WHITING OIL AND GAS CORPORATION","DRY CREEK  11-13TFH","12/05/2010","20485","GOLDEN VALLEY","143 N","103 W","13","NWNW","434 FNL  1068 FWL","MORGAN DRAW","BAKKEN","HORIZONTAL","47.209852965862638","-103.68340064764907","OG","A","118451","03/16/2011"
"33025010000000","18453","HESS BAKKEN INVESTMENTS II, LLC","MURPHY  11-1H","MURPHY","11-1H","TRACKER RESOURCE DEVELOPMENT II, LLC","MURPHY  11-1H","02/14/2010","20228","DUNN","144 N","95 W","11","SESW","300 FSL  1320 FWL","MURPHY CREEK","BAKKEN","HORIZONTAL","47.30030713027255","-102.68836182759416","OG","A","118453","04/27/2010"
"33061011690000","18454","EOG RESOURCES, INC.","SIDONIA  7-25H","SIDONIA","7-25H","EOG RESOURCES, INC.","SIDONIA  7-25H","12/12/2009","13802","MOUNTRAIL","158 N","90 W","25","NWNW","275 FNL  500 FWL","CLEAR WATER","BAKKEN","HORIZONTAL","48.487682323842307","-102.25323233922779","OG","A","118454","06/05/2010"
"33025010010000","18455","WHITING OIL AND GAS CORPORATION","TWO SHIELDS BUTTE  14-21-4H","TWO SHIELDS BUTTE","14-21-4H","KODIAK OIL & GAS (USA) INC.","TWO SHIELDS BUTTE  14-21H","05/20/2010","15405","DUNN","149 N","92 W","21","SESW","114 FSL  2565 FWL","HEART BUTTE","BAKKEN","HORIZONTAL","47.703266884822618","-102.46057170421973","OG","A","118455","12/11/2010"
"33105017620000","18456","STATOIL OIL & GAS LP","KALIL 25-36  1561-H","KALIL 25-36","1561-H","BRIGHAM OIL & GAS, L.P.","KALIL 25-36  1561-H","12/18/2009","19701","WILLIAMS","156 N","103 W","25","NWNE","425 FNL  2613 FEL","BULL BUTTE","BAKKEN","HORIZONTAL","48.312545024498846","-103.87334454145427","OG","A","118456","02/23/2010"
"33061011700000","18457","SINCLAIR OIL AND GAS COMPANY","MARTENS   1-4H","MARTENS","1-4H","SINCLAIR OIL AND GAS COMPANY","MARTENS   1-4H","01/05/2010","14680","MOUNTRAIL","154 N","92 W","4","LOT 4","200 FNL  1010 FWL","SANISH","BAKKEN","HORIZONTAL","48.196390567079987","-102.52145959010599","OG","IA","118457","02/26/2010"
"33025010020000","18458","HRC OPERATING, LLC","FORT BERTHOLD  147-94-3A-10-1H","FORT BERTHOLD","147-94-3A-10-1H","PETRO-HUNT, L.L.C.","FORT BERTHOLD  147-94-3A-10-1H","05/25/2010","20273","DUNN","147 N","94 W","3","NENE","590 FNL  1230 FEL","MCGREGORY BUTTES","BAKKEN","HORIZONTAL","47.586712158862618","-102.63508852722889","OG","A","118458","10/04/2010"
"33105017630000","18460","CONTINENTAL RESOURCES, INC.","WILLIE  1-25H","WILLIE","1-25H","CONTINENTAL RESOURCES, INC.","WILLIE  1-25H","12/23/2009","19028","WILLIAMS","159 N","95 W","25","NENE","270 FNL  715 FEL","BATTLEVIEW","BAKKEN","HORIZONTAL","48.57465752817582","-102.88815483090085","OG","A","118460","02/27/2010"
"33061011720000","18461","EOG RESOURCES, INC.","SIDONIA  34-31H","SIDONIA","34-31H","EOG RESOURCES, INC.","SIDONIA  34-31H","01/18/2010","13929","MOUNTRAIL","158 N","90 W","31","LOT1","300 FNL  580 FWL","CLEAR WATER","BAKKEN","HORIZONTAL","48.473011041155928","-102.36130773522012","OG","A","118461","04/26/2010"
"33061011730000","18462","WHITING OIL AND GAS CORPORATION","TTT RANCH  12-25H","TTT RANCH","12-25H","WHITING OIL AND GAS CORPORATION","TTT RANCH  12-25H","02/07/2010","19735","MOUNTRAIL","154 N","92 W","25","SWNW","2400 FNL  250 FWL","SANISH","BAKKEN","HORIZONTAL","48.13244984844826","-102.45998190305227","OG","A","218004","04/20/2010"
"33053030820000","18464","EOG RESOURCES, INC.","MANDAREE   1-10H","MANDAREE","1-10H","EOG RESOURCES, INC.","MANDAREE   1-10H","06/22/2010","16439","MCKENZIE","149 N","94 W","10","NWNW","550 FNL  500 FWL","SQUAW CREEK","BAKKEN","HORIZONTAL","47.744817011818704","-102.7044660864222","OG","A","118464","09/01/2010"
"33061011740000","18466","OASIS PETROLEUM NORTH AMERICA LLC","HYNEK  5693 42-35H","HYNEK","5693 42-35H","OASIS PETROLEUM NORTH AMERICA LLC","HYNEK  5693 42-35H","02/10/2010","19825","MOUNTRAIL","156 N","93 W","35","SESW","350 FSL  1930 FWL","ALGER","BAKKEN","HORIZONTAL","48.284768386704897","-102.60396625768567","OG","A","218466","05/26/2010"
"33023005740000","18467","CONTINENTAL RESOURCES, INC.","FRANKLIN  1-20H","FRANKLIN","1-20H","CONTINENTAL RESOURCES, INC.","FRANKLIN  1-20H","02/24/2010","18624","DIVIDE","160 N","95 W","20","NENW","300 FNL  1390 FWL","STONEVIEW","BAKKEN","HORIZONTAL","48.675930004836196","-102.98874443062563","OG","A","118467","04/26/2010"
"33061011750000","18468","EOG RESOURCES, INC.","SIDONIA   11-01H","SIDONIA","11-01H","EOG RESOURCES, INC.","SIDONIA   11-01H","02/13/2010","13852","MOUNTRAIL","158 N","90 W","1","SESE","350 FSL  300 FEL","CLEAR WATER","BAKKEN","HORIZONTAL","48.532839579272213","-102.23463909914346","OG","A","118468","06/08/2010"
"33033002960000","18469","WHITING OIL AND GAS CORPORATION","ELLISON CREEK  11-1TFH","ELLISON CREEK","11-1TFH","WHITING OIL AND GAS CORPORATION","ELLISON CREEK  11-1TFH","05/13/2010","20867","GOLDEN VALLEY","143 N","103 W","1","LOT 4","240 FNL  380 FWL","MORGAN DRAW","BAKKEN","HORIZONTAL","47.239273436011338","-103.68619984946397","OG","A","218469","09/28/2010"
"33053030830000","18471","MARATHON OIL COMPANY","HUNTS ALONG USA   12-1H","HUNTS ALONG USA","12-1H","MARATHON OIL COMPANY","HUNTS ALONG USA   12-1H","12/17/2009","19823","MCKENZIE","151 N","94 W","2","LOT1","670 FNL  397 FEL","ANTELOPE","SANISH","HORIZONTAL","47.932405949673011","-102.6650463743068","OG","A","118471","12/26/2010"
"33053030840000","18472","CONTINENTAL RESOURCES, INC.","MURI  1-27H","MURI","1-27H","CONTINENTAL RESOURCES, INC.","MURI  1-27","01/13/2010","20595","MCKENZIE","151 N","97 W","27","NENW","315 FNL  1430 FWL","ELIDAH","BAKKEN","HORIZONTAL","47.875626777424714","-103.08446863770835","OG","A","118472","03/06/2010"
"33061011760000","18473","EOG RESOURCES, INC.","FERTILE  18-30H","FERTILE","18-30H","EOG RESOURCES, INC.","FERTILE  18-30H","01/22/2010","14650","MOUNTRAIL","151 N","90 W","30","SESE","460 FSL  1255 FEL","PARSHALL","BAKKEN","HORIZONTAL","47.863337107526647","-102.24121773598","OG","A","118473","06/12/2010"
"33061011780000","18475","WHITING OIL AND GAS CORPORATION","FLADELAND  21-12H","FLADELAND","21-12H","WHITING OIL AND GAS CORPORATION","FLADELAND  21-12H","03/17/2010","19625","MOUNTRAIL","153 N","92 W","12","NENW","650 FNL  2390 FWL","SANISH","BAKKEN","HORIZONTAL","48.093826259024802","-102.45110215780333","OG","A","216934","05/21/2010"
"33013014750000","18476","OXY USA INC.","FEAST OF FOOLS  12-16H","FEAST OF FOOLS","12-16H","CIRQUE RESOURCES, LP","FEAST OF FOOLS  12-16H","01/03/2010","14143","BURKE","160 N","91 W","12","SESE","250 FSL  250 FEL","DIMOND","BAKKEN","HORIZONTAL","48.691803618680169","-102.36463137412868","OG","A","118476","03/10/2010"
"33061011790000","18477","WHITING OIL AND GAS CORPORATION","OPPEBOEN  12-5H","OPPEBOEN","12-5H","WHITING OIL AND GAS CORPORATION","OPPEBOEN  12-5H","04/28/2010","20067","MOUNTRAIL","152 N","91 W","5","SWNW","2400 FNL  250 FWL","SANISH","BAKKEN","HORIZONTAL","48.016491009543302","-102.36361900984338","OG","A","217072","07/17/2010"
"33061011800000","18479","EOG RESOURCES, INC.","SIDONIA  17-1324H","SIDONIA","17-1324H","EOG RESOURCES, INC.","SIDONIA  17-13H","07/28/2010","18829","MOUNTRAIL","158 N","90 W","13","NWNW","250 FNL  480 FWL","CLEAR WATER","BAKKEN","HORIZONTAL","48.516604748106353","-102.25341377121924","OG","A","118479","10/13/2010"
"33105017640000","18480","XTO ENERGY INC.","CHRISTOPHER  21X-12","CHRISTOPHER","21X-12","XTO ENERGY INC.","CHRISTOPHER  21X-12","06/14/2010","19846","WILLIAMS","154 N","96 W","12","NENW","322 FNL  1328 FWL","GRINNELL","BAKKEN","HORIZONTAL","48.181849891955473","-102.97305918415911","OG","A","118480","08/05/2010"
"33061011810000","18481","WHITING OIL AND GAS CORPORATION","NIEMITALO   12-35H","NIEMITALO","12-35H","WHITING OIL AND GAS CORPORATION","NIEMITALO   12-35H","03/07/2010","19470","MOUNTRAIL","153 N","91 W","35","SWNW","2500 FNL  330 FWL","SANISH","BAKKEN","HORIZONTAL","48.03073629662633","-102.35179731704773","OG","A","217575","05/08/2010"
"33013014780000","18483","PETRO HARVESTER OPERATING COMPANY, LLC","KALLBERG  1 H","KALLBERG","1 H","SAGEBRUSH RESOURCES, LLC","KALLBERG  1 H","12/18/2009","13665","BURKE","159 N","90 W","18","LOT 1","550 FNL  300 FWL","THOMPSON LAKE","BAKKEN","HORIZONTAL","48.602662468841793","-102.36266992529934","OG","A","118483","03/05/2010"
"33061011820000","18484","EOG RESOURCES, INC.","SIDONIA   33-33H","SIDONIA","33-33H","EOG RESOURCES, INC.","SIDONIA   33-33H","01/14/2010","13713","MOUNTRAIL","158 N","90 W","33","SESE","500 FSL  475 FEL","CLEAR WATER","BAKKEN","HORIZONTAL","48.460847971511441","-102.30075918198708","OG","A","118484","05/31/2010"
"33023005750000","18485","CONTINENTAL RESOURCES, INC.","IMSLAND   2-31H","IMSLAND","2-31H","CONTINENTAL RESOURCES, INC.","IMSLAND   2-31H","01/17/2010","18955","DIVIDE","160 N","95 W","31","SESW","190 FSL  2100 FWL","HAMLET","BAKKEN","HORIZONTAL","48.633737193347294","-103.00635413272734","OG","A","118485","03/17/2010"
"33025010050000","18486","MARATHON OIL COMPANY","ALTON CHRISTENSEN  21-18H","ALTON CHRISTENSEN","21-18H","MARATHON OIL COMPANY","ALTON CHRISTENSEN  21-18H","06/16/2010","19678","DUNN","145 N","92 W","18","NENW","400 FNL  1350 FWL","LAKE ILO","BAKKEN","HORIZONTAL","47.385062562559355","-102.45464559135152","OG","A","118486","09/12/2010"
"33053030850000","18487","XTO ENERGY INC.","THOMPSON  31-11NWH","THOMPSON","31-11NWH","ENCORE OPERATING, L.P.","THOMPSON  31-11NWH","10/05/2010","15120","MCKENZIE","153 N","96 W","11","NWNE","250 FNL  1520 FEL","CHARLSON","BAKKEN","HORIZONTAL","48.095403162451895","-102.98491960185827","OG","A","118487","03/08/2011"
"33025010060000","18488","MARATHON OIL COMPANY","CW SCHOLLMEYER  34-34H","CW SCHOLLMEYER","34-34H","MARATHON OIL COMPANY","CW SCHOLLMEYER  34-34H","04/02/2010","20090","DUNN","145 N","94 W","34","SWSE","300 FSL  1640 FEL","BAILEY","BAKKEN","HORIZONTAL","47.329389786259583","-102.63712074415153","OG","A","118488","10/12/2010"
"33023005760000","18489","CONTINENTAL RESOURCES, INC.","OTIS  1-13H","OTIS","1-13H","CONTINENTAL RESOURCES, INC.","OTIS  1-13H","01/22/2010","18404","DIVIDE","161 N","96 W","13","NWNE","225 FNL  1320 FEL","UPLAND","BAKKEN","HORIZONTAL","48.777738270023868","-103.0758903999964","OG","A","118489","03/25/2010"
"33061011840000","18491","MARATHON OIL COMPANY","MYLO MONITOR  1","MYLO MONITOR","1","MARATHON OIL COMPANY","MYLO MONITOR  1","01/13/2010","","MOUNTRAIL","151 N","93 W","11","SESW","250 FSL  1325 FWL","REUNION BAY","","DIRECTIONAL","47.906108360570883","-102.5511878770058","ST","DRL","","01/13/2010"
"33061011850000","18492","MARATHON OIL COMPANY","MYLO MONITOR  2","MYLO MONITOR","2","MARATHON OIL COMPANY","MYLO MONITOR  2","03/13/2010","","MOUNTRAIL","151 N","93 W","11","SWSW","250 FSL  320 FWL","REUNION BAY","","DIRECTIONAL","47.906114296447761","-102.55528956792821","ST","DRL","","03/13/2010"
"33061011860000","18493","EOG RESOURCES, INC.","SIDONIA  10-2128H","SIDONIA","10-2128H","EOG RESOURCES, INC.","SIDONIA  10-21H","06/01/2010","18661","MOUNTRAIL","158 N","90 W","21","NWNW","300 FNL  700 FWL","CLEAR WATER","BAKKEN","HORIZONTAL","48.502087074300618","-102.31781118102175","OG","A","118493","09/07/2010"
"33105017650000","18494","XTO ENERGY INC.","ALLIE  31X-24","ALLIE","31X-24","XTO ENERGY INC.","ALLIE  31X-24","03/21/2010","20011","WILLIAMS","155 N","95 W","24","NWNE","360 FNL  1680 FEL","CAPA","BAKKEN","HORIZONTAL","48.239855649552894","-102.83440571585766","OG","A","218494","05/21/2010"
"33061011870000","18495","SLAWSON EXPLORATION COMPANY, INC.","VOYAGER  2-28H","VOYAGER","2-28H","SLAWSON EXPLORATION COMPANY, INC.","VOYAGER  2-28H","04/09/2010","14705","MOUNTRAIL","152 N","91 W","33","NENE","250 FNL  1200 FEL","VAN HOOK","BAKKEN","HORIZONTAL","47.948224679643651","-102.32660017104773","OG","A","118495","06/07/2010"
"33089005840000","18496","ARMSTRONG OPERATING, INC.","GRUMAN  18-3","GRUMAN","18-3","ARMSTRONG OPERATING, INC.","GRUMAN  18-3","02/03/2010","9802","STARK","139 N","96 W","18","NENE","300 FNL  590 FEL","PATTERSON LAKE","LODGEPOLE","DIRECTIONAL","46.860614217629013","-102.83386051223771","OG","A","418190","03/10/2010"
"33025010070000","18497","NEWFIELD PRODUCTION COMPANY","URSUS  1-20H","URSUS","1-20H","NEWFIELD PRODUCTION COMPANY","URSUS  1-20H","05/18/2010","15575","DUNN","148 N","97 W","20","NENW","200 FNL  1320 FWL","HAYSTACK BUTTE","BAKKEN","HORIZONTAL","47.63131682828579","-103.07264919326232","OG","A","218122","10/11/2010"
"33105017660000","18498","CONTINENTAL RESOURCES, INC.","OBERT  1-13H","OBERT","1-13H","CONTINENTAL RESOURCES, INC.","OBERT  1-13H","01/01/2010","19950","WILLIAMS","155 N","104 W","13","SESW","355 FSL  1495 FWL","HEBRON","BAKKEN","HORIZONTAL","48.242403759973421","-104.00745940890496","OG","A","118498","02/21/2010"
"33061011880000","18499","SLAWSON EXPLORATION COMPANY, INC.","LUNKER FEDERAL   1-33-4H","LUNKER FEDERAL","1-33-4H","SLAWSON EXPLORATION COMPANY, INC.","LUNKER FEDERAL   1-33-4H","02/20/2010","18616","MOUNTRAIL","152 N","91 W","33","NENE","250 FNL  1300 FEL","VAN HOOK","BAKKEN","HORIZONTAL","47.948224679643651","-102.32700851863504","OG","A","118499","07/17/2010"
"33061011890000","18500","WHITING OIL AND GAS CORPORATION","MARMON  12-18TFH","MARMON","12-18TFH","WHITING OIL AND GAS CORPORATION","MARMON  12-18TFH","03/24/2010","20066","MOUNTRAIL","153 N","91 W","18","SWNW","1520 FNL  355 FWL","SANISH","BAKKEN","HORIZONTAL","48.076943349070397","-102.43784671706885","OG","A","216852","08/27/2010"
"33061011900000","18501","XTO ENERGY INC.","EMMA  31X-30","EMMA","31X-30","XTO ENERGY INC.","EMMA  31X-30","04/18/2010","20119","MOUNTRAIL","155 N","94 W","30","NWNE","260 FNL  2543 FEL","ALKALI CREEK","BAKKEN","HORIZONTAL","48.2255875492068","-102.81683452591922","OG","A","218501","06/29/2010"
"33007016410000","18502","WHITING OIL AND GAS CORPORATION","TEDDY  44-13TFH","TEDDY","44-13TFH","WHITING OIL AND GAS CORPORATION","TEDDY  44-13TFH","07/25/2010","20457","BILLINGS","142 N","101 W","13","SESE","505 FSL  541 FEL","BIG STICK","BAKKEN","HORIZONTAL","47.111641700859614","-103.41538470856344","OG","A","118502","11/11/2010"
"33061011910000","18504","EOG RESOURCES, INC.","VAN HOOK  7-23H","VAN HOOK","7-23H","SLAWSON EXPLORATION COMPANY, INC.","SAUGER  1-23H","02/26/2010","14705","MOUNTRAIL","152 N","91 W","23","NWNW","350 FNL  400 FWL","VAN HOOK","BAKKEN","HORIZONTAL","47.976873538661934","-102.29847228689009","OG","A","118504","05/30/2010"
"33061011920000","18505","EOG RESOURCES, INC.","SIDONIA  31-3019H","SIDONIA","31-3019H","EOG RESOURCES, INC.","SIDONIA  31-30H","11/25/2010","18730","MOUNTRAIL","158 N","90 W","30","SESE","300 FSL  550 FEL","CLEAR WATER","BAKKEN","HORIZONTAL","48.47467924122428","-102.3444691553802","OG","A","118505","06/19/2011"
"33105017670000","18506","STATOIL OIL & GAS LP","ARNSON 13-24  1-H","ARNSON 13-24","1-H","BRIGHAM OIL & GAS, L.P.","ARNSON 13-24  1-H","02/04/2010","20120","WILLIAMS","155 N","103 W","13","NWNE","270 FNL  1700 FEL","SQUIRES","BAKKEN","HORIZONTAL","48.254969717123629","-103.86978258927597","OG","A","118506","04/08/2010"
"33061011930000","18507","WHITING OIL AND GAS CORPORATION","LAHTI  24-22H","LAHTI","24-22H","WHITING OIL AND GAS CORPORATION","LAHTI  24-22H","04/14/2010","19473","MOUNTRAIL","154 N","91 W","22","SESW","340 FSL  2400 FWL","SANISH","BAKKEN","HORIZONTAL","48.139873090379815","-102.36485447388567","OG","A","217080","06/16/2010"
"33105017680000","18508","XTO ENERGY INC.","BRONSON  31X-14","BRONSON","31X-14","CONTINENTAL RESOURCES, INC.","LANGDALEN  1-14H","05/20/2010","19478","WILLIAMS","159 N","96 W","14","NWNE","265 FNL  1650 FEL","TEMPLE","BAKKEN","HORIZONTAL","48.603644261200202","-103.04381773935363","OG","A","118508","07/20/2010"
"33105017690000","18509","EOG RESOURCES, INC.","HARDSCRABBLE  1-16H","HARDSCRABBLE","1-16H","EOG RESOURCES, INC.","HARDSCRABBLE  1-16H","02/19/2010","15750","WILLIAMS","153 N","103 W","16","NENW","300 FNL  1450 FWL","LAKE TRENTON","BAKKEN","HORIZONTAL","48.081494881035134","-103.94285193058373","OG","A","118509","05/27/2010"
"33105017700000","18510","XTO ENERGY INC.","WARD  11X-23","WARD","11X-23","XTO ENERGY INC.","WARD  11X-23","02/12/2010","19696","WILLIAMS","154 N","95 W","23","NWNW","232 FNL  1171 FWL","CHARLSON","BAKKEN","HORIZONTAL","48.15338170070671","-102.86609955481613","OG","A","118510","04/19/2010"
"33061011940000","18511","MARATHON OIL COMPANY","MYRMIDON SWD  1","MYRMIDON SWD","1","MARATHON OIL COMPANY","MYLO WOLDING  14-11","02/04/2010","10962","MOUNTRAIL","151 N","93 W","11","SWSW","275 FSL  760 FWL","REUNION BAY","BAKKEN","DIRECTIONAL","47.906180229423626","-102.55349332650246","OG","TA","118511","07/17/2014"
"33025010090000","18513","CONTINENTAL RESOURCES, INC.","ARTHUR   1-12H","ARTHUR","1-12H","CONTINENTAL RESOURCES, INC.","ARTHUR   2-12T","03/02/2010","21435","DUNN","146 N","97 W","12","SESE","200 FSL  916 FEL","LITTLE KNIFE","BAKKEN","HORIZONTAL","47.473675255983601","-102.97441184792625","OG","A","118513","08/16/2010"
"33061011960000","18514","MARATHON OIL COMPANY","HOWARD USA  11-1H","HOWARD USA","11-1H","MARATHON OIL COMPANY","HOWARD USA  11-1H","03/31/2010","19750","MOUNTRAIL","150 N","93 W","1","LOT4","500 FNL  1075 FWL","REUNION BAY","BAKKEN","HORIZONTAL","47.846203191518001","-102.53071868869391","OG","A","118514","06/17/2010"
"33025010100000","18515","CONTINENTAL RESOURCES, INC.","HEGLER  1-13H","HEGLER","1-13H","CONTINENTAL RESOURCES, INC.","HEGLER  1-13T","02/28/2010","21483","DUNN","146 N","97 W","12","SESE","200 FSL  948 FEL","LITTLE KNIFE","BAKKEN","HORIZONTAL","47.473675498683818","-102.97454138916414","OG","A","118515","08/15/2010"
"33025010110000","18517","WHITING OIL AND GAS CORPORATION","TWO SHIELDS BUTTE  2-24-12-2H","TWO SHIELDS BUTTE","2-24-12-2H","KODIAK OIL & GAS (USA) INC.","TWO SHIELDS BUTTE  2-24-12H","11/05/2010","20975","DUNN","149 N","93 W","24","NWNE","300 FNL  1340 FEL","MANDAREE","BAKKEN","HORIZONTAL","47.716559893065813","-102.5192586399468","OG","A","218517","09/24/2011"
"33025010120000","18518","WHITING OIL AND GAS CORPORATION","TWO SHIELDS BUTTE  3-24-12-4H","TWO SHIELDS BUTTE","3-24-12-4H","KODIAK OIL & GAS (USA) INC.","TWO SHIELDS BUTTE  3-24-12H","10/20/2013","21044","DUNN","149 N","93 W","24","NENW","200 FNL  1450 FWL","MANDAREE","BAKKEN","HORIZONTAL","47.716820022806203","-102.52920561871221","OG","A","218518","04/12/2014"
"33061011970000","18519","EOG RESOURCES, INC.","SIDONIA  13-08H","SIDONIA","13-08H","EOG RESOURCES, INC.","SIDONIA  13-08H","02/17/2010","13816","MOUNTRAIL","158 N","90 W","8","SWSE","490 FSL  1515 FEL","CLEAR WATER","BAKKEN","HORIZONTAL","48.518667979127287","-102.32699198246223","OG","A","118519","02/17/2010"
"33025010130000","18520","WPX ENERGY WILLISTON, LLC","BIRDSBILL  14-16H","BIRDSBILL","14-16H","ZENERGY OPERATING COMPANY, LLC","DAKOTA-3 BIRDSBILL  14-16H","02/07/2010","15259","DUNN","149 N","93 W","16","SESW","300 FSL  2090 FWL","MANDAREE","BAKKEN","HORIZONTAL","47.718230546663321","-102.59082533205864","OG","A","118520","04/23/2010"
"33053030860000","18521","BURLINGTON RESOURCES OIL & GAS COMPANY LP","CLEO  2-1H","CLEO","2-1H","BURLINGTON RESOURCES OIL & GAS COMPANY LP","CLEO  2-1H","02/03/2010","20428","MCKENZIE","149 N","96 W","1","LOT4","330 FNL  797 FWL","CROFF","BAKKEN","HORIZONTAL","47.759779284056364","-102.9164570538497","OG","A","118521","04/17/2010"
