"api","file_no","Current_Operator","Current_Well_Name","Lease_Name","Lease_Number","Original_Operator","Original_Well_Name","Spud_Date","TD","County_Name","Township","Range","Section","QQ","Footages","Field_Name","Produced_Pools","Wellbore","Latitude","Longitude","Well_Type","Well_Status","CTB","Well_Status_Date"
"33011013190000","16064","CONTINENTAL RESOURCES, INC.","MPHU  44-9","MPHU","44-9","CONTINENTAL RESOURCES, INC.","MPHU  44-9","05/06/2010","","BOWMAN","130 N","104 W","9","SESE","426 FSL  315 FEL","MEDICINE POLE HILLS","RED RIVER","HORIZONTAL RE-ENTRY","46.091078164578803","-103.68184276963713","OG","A","404538","08/07/2010"
"33025005960000","16327","MARATHON OIL COMPANY","BENZ  14-21H","BENZ","14-21H","PROSPECTIVE INVESTMENT & TRADING CO., LTD.","BENZ  1-21H","06/26/2010","20210","DUNN","146 N","94 W","21","SWSW","660 FSL  400 FWL","BAILEY","BAKKEN","HORIZONTAL","47.446327899595744","-102.67159033122074","OG","A","116327","09/19/2010"
"33007015830000","16431","WHITING OIL AND GAS CORPORATION","BSMU  1305","BSMU","1305","WHITING OIL AND GAS CORPORATION","BSMU  1305","04/10/2010","9510","BILLINGS","142 N","101 W","13","SESE","906 FSL  1197 FEL","BIG STICK","MADISON","DIRECTIONAL","47.112737338155959","-103.4180298179535","OG","A","406270","05/26/2010"
"33007015840000","16435","WHITING OIL AND GAS CORPORATION","BSMU  3204","BSMU","3204","WHITING OIL AND GAS CORPORATION","BSMU  3203","01/28/2012","9505","BILLINGS","142 N","100 W","32","NENW","1131 FNL  1776 FWL","BIG STICK","MADISON","DIRECTIONAL","47.078109160699363","-103.38454376199063","OG","A","406270","04/04/2012"
"33061005310000","16587","EOG RESOURCES, INC.","ROSS  20-16H","ROSS","20-16H","EOG RESOURCES, INC.","EDITH  1-16H","05/03/2010","14770","MOUNTRAIL","156 N","92 W","16","NWNW","300 FNL  1200 FWL","ALGER","BAKKEN","HORIZONTAL","48.340815383919356","-102.52085721701275","OG","A","116587","07/28/2010"
"33061005330000","16628","EOG RESOURCES, INC.","PAUL  1-19H","PAUL","1-19H","EOG RESOURCES, INC.","PAUL  1-19H","02/27/2009","14412","MOUNTRAIL","153 N","89 W","19","LOT1","450 FNL  433 FWL","PARSHALL","BAKKEN","HORIZONTAL","48.065259758678657","-102.17873636272742","OG","A","116628","06/25/2009"
"33061005520000","16728","EOG RESOURCES, INC.","RUUD  1-18H","RUUD","1-18H","EOG RESOURCES, INC.","RUUD  1-18H","08/18/2010","13796","MOUNTRAIL","152 N","89 W","18","LOT 1","450 FNL  325 FWL","PARSHALL","BAKKEN","HORIZONTAL","47.991234488961368","-102.12697177225161","OG","A","116728","10/24/2010"
"33061005580000","16746","EOG RESOURCES, INC.","PEDERSON  1-33H","PEDERSON","1-33H","EOG RESOURCES, INC.","PEDERSON  1-33H","02/13/2009","14380","MOUNTRAIL","153 N","90 W","33","NWNW","475 FNL  775 FWL","PARSHALL","BAKKEN","HORIZONTAL","48.036188803406162","-102.26365005635645","OG","A","216746","06/21/2009"
"33025006570000","16758","MARATHON OIL COMPANY","SCHOLLMEYER  21-4H","SCHOLLMEYER","21-4H","MARATHON OIL COMPANY","SCHOLLMEYER  21-4H","07/20/2009","19608","DUNN","144 N","94 W","4","LOT 3","660 FNL  1980 FWL","BAILEY","BAKKEN","HORIZONTAL","47.32673173324735","-102.60130884443997","OG","A","116758","04/09/2010"
"33025006620000","16764","MARATHON OIL COMPANY","KNUDSVIG  34-7H","KNUDSVIG","34-7H","MARATHON OIL COMPANY","KNUDSVIG  34-7H","09/20/2010","19970","DUNN","145 N","93 W","7","SWSE","660 FSL  1375 FEL","BAILEY","BAKKEN","HORIZONTAL","47.388383190481029","-102.57235322055391","OG","A","116764","12/16/2010"
"33061005630000","16772","MARATHON OIL COMPANY","PENNINGTON  41-4H","PENNINGTON","41-4H","MARATHON OIL COMPANY","PENNINGTON  41-4H","02/24/2009","19711","MOUNTRAIL","151 N","93 W","4","LOT 1","400 FNL  1280 FEL","REUNION BAY","BAKKEN","HORIZONTAL","47.933302425954963","-102.58333331115463","OG","A","216772","05/29/2009"
"33025006720000","16811","MARATHON OIL COMPANY","T KUPPER USA  34-11H","T KUPPER USA","34-11H","PDC CORPORATION","KUPPER  34-11H","08/27/2010","20270","DUNN","146 N","95 W","11","SWSE","650 FSL  2370 FEL","CHIMNEY BUTTE","BAKKEN","HORIZONTAL","47.475087550905947","-102.74609385062232","OG","IA","216811","02/01/2011"
"33105016560000","16838","XTO ENERGY INC.","THOMAS  44X-18","THOMAS","44X-18","HEADINGTON OIL COMPANY LLC","MENDENHALL  44X-18","01/27/2010","20367","WILLIAMS","154 N","95 W","18","SESE","500 FSL  360 FEL","GRINNELL","BAKKEN","HORIZONTAL","48.155201860271106","-102.93717620150778","OG","A","116838","03/30/2010"
"33007016120000","16882","DENBURY ONSHORE, LLC","TRMU  13X-22H","TRMU","13X-22H","ENCORE OPERATING, L.P.","TRMU  13X-22H","12/22/2011","11977","BILLINGS","141 N","101 W","22","NWSW","1910 FSL  1010 FWL","T. R.","MADISON","HORIZONTAL","47.013998576405129","-103.47256237338195","OG","A","406546","02/04/2012"
"33007016150000","16906","DENBURY ONSHORE, LLC","TRMU  22X-16H","TRMU","22X-16H","ENCORE OPERATING, L.P.","TRMU  22X-16H","05/23/2012","11894","BILLINGS","141 N","101 W","16","SENW","2500 FNL  2550 FWL","T. R.","MADISON","VERTICAL","47.030639422510397","-103.48736917616522","OG","A","116906","08/16/2012"
"33061006070000","16934","WHITING OIL AND GAS CORPORATION","FLADELAND  11-12H","FLADELAND","11-12H","FIDELITY EXPLORATION & PRODUCTION COMPANY","FLADELAND  11-12H","03/18/2009","19875","MOUNTRAIL","153 N","92 W","12","NWNW","500 FNL  500 FWL","SANISH","BAKKEN","HORIZONTAL","48.094262684850953","-102.45884424899647","OG","A","216934","05/16/2009"
"33007016180000","16966","DENBURY ONSHORE, LLC","TRMU  24X-12H","TRMU","24X-12H","ENCORE OPERATING, L.P.","TRMU  24X-12H","11/21/2011","12265","BILLINGS","141 N","101 W","12","SESW","978 FSL  1847 FWL","T. R.","MADISON","HORIZONTAL","47.040601932068455","-103.42700798861306","OG","A","116966","01/25/2012"
"33061006290000","16994","EOG RESOURCES, INC.","MODEL   1-05H","MODEL","1-05H","EOG RESOURCES, INC.","MODEL   1-05H","08/06/2010","14596","MOUNTRAIL","152 N","89 W","5","SWSE","392 FSL  1497 FEL","PARSHALL","BAKKEN","HORIZONTAL","48.008293089925779","-102.09211484690334","OG","A","116994","10/05/2010"
"33025007130000","17003","WHITING OIL AND GAS CORPORATION","TALL BEAR  16-15-16H","TALL BEAR","16-15-16H","KODIAK OIL & GAS (USA) INC.","TALL BEAR  16-15H","09/20/2009","19800","DUNN","147 N","91 W","15","SESE","600 FSL  500 FEL","TWIN BUTTES","BAKKEN","HORIZONTAL","47.546564591836493","-102.24983822985497","OG","A","117003","12/13/2009"
"33061006420000","17026","EOG RESOURCES, INC.","MODEL  100-19H","MODEL","100-19H","EOG RESOURCES, INC.","MODEL  4-19H","06/30/2009","14245","MOUNTRAIL","152 N","89 W","19","SWSE","245 FSL  1500 FEL","PARSHALL","BAKKEN","HORIZONTAL","47.964088093162196","-102.11372412606512","OG","A","117026","10/04/2009"
"33025007170000","17029","XTO ENERGY INC.","HANSON  11-12H","HANSON","11-12H","ENCORE OPERATING, L.P.","HANSON  11-12H","02/28/2010","20574","DUNN","144 N","96 W","12","NWNW","335 FNL  1300 FWL","MURPHY CREEK","BAKKEN","HORIZONTAL","47.312781904127029","-102.79365474201491","OG","IA","117029","06/30/2010"
"33061006510000","17041","EOG RESOURCES, INC.","PARSHALL   3-19H","PARSHALL","3-19H","EOG RESOURCES, INC.","PARSHALL   3-19H","05/26/2009","14404","MOUNTRAIL","152 N","90 W","19","SWSE","350 FSL  1575 FEL","PARSHALL","BAKKEN","HORIZONTAL","47.964209443626409","-102.24244153549107","OG","IA","217041","08/14/2009"
"33061006730000","17080","WHITING OIL AND GAS CORPORATION","NIEMI  44-22H","NIEMI","44-22H","WHITING OIL AND GAS CORPORATION","NIEMI  44-22H","08/19/2009","19563","MOUNTRAIL","154 N","91 W","22","SESE","309 FSL  729 FEL","SANISH","BAKKEN","HORIZONTAL","48.139824558835635","-102.35611961480936","OG","A","217080","10/28/2009"
"33061006900000","17121","EOG RESOURCES, INC.","WAYZETTA   19-31H","WAYZETTA","19-31H","EOG RESOURCES, INC.","WAYZETTA   19-31H","04/17/2009","14767","MOUNTRAIL","153 N","90 W","31","SWSE","325 FSL  1480 FEL","PARSHALL","BAKKEN","HORIZONTAL","48.023943134646849","-102.29444803356338","OG","A","117121","07/31/2009"
"33061006910000","17122","EOG RESOURCES, INC.","AUSTIN  23-32H","AUSTIN","23-32H","EOG RESOURCES, INC.","AUSTIN  23-32H","03/13/2009","14400","MOUNTRAIL","154 N","90 W","32","SESE","230 FSL  290 FEL","PARSHALL","BAKKEN","HORIZONTAL","48.110633674143763","-102.26829305221409","OG","A","117122","08/18/2009"
"33025007420000","17140","MARATHON OIL COMPANY","KUDRNA  41-16H","KUDRNA","41-16H","ENCORE OPERATING, L.P.","BUCK  44-21H","06/27/2009","20297","DUNN","144 N","95 W","16","NENE","350 FNL  950 FEL","MURPHY CREEK","BAKKEN","HORIZONTAL","47.298476848387416","-102.71880874299409","OG","A","117140","08/17/2009"
"33061007030000","17152","EOG RESOURCES, INC.","WAYZETTA   15-05H","WAYZETTA","15-05H","EOG RESOURCES, INC.","WAYZETTA   15-05H","02/06/2009","14783","MOUNTRAIL","153 N","90 W","5","SESE","335 FSL  500 FEL","PARSHALL","BAKKEN","HORIZONTAL","48.096379000520052","-102.26905436388245","OG","A","117152","07/04/2009"
"33061007060000","17157","WHITING OIL AND GAS CORPORATION","LEE  11-27H","LEE","11-27H","WHITING OIL AND GAS CORPORATION","LEE  11-27H","02/23/2009","20054","MOUNTRAIL","153 N","92 W","27","NWNW","1000 FNL  260 FWL","SANISH","BAKKEN","HORIZONTAL","48.049406086852585","-102.50293620960082","OG","A","217157","05/12/2009"
"33053028680000","17182","BURLINGTON RESOURCES OIL & GAS COMPANY LP","CLEMENS  24-7H","CLEMENS","24-7H","BURLINGTON RESOURCES OIL & GAS COMPANY LP","CLEMENS  24-7H","03/18/2010","20200","MCKENZIE","151 N","96 W","7","SESW","415 FSL  1320 FWL","DIMMICK LAKE","BAKKEN","HORIZONTAL","47.906495957797965","-103.02040493511311","OG","A","117182","05/29/2010"
"33105016740000","17196","HESS BAKKEN INVESTMENTS II, LLC","BL-DILLAND-156-96-  2536H-1","BL-DILLAND-156-96-","2536H-1","HESS CORPORATION","BL-DILLAND-156-96-  2536H-1","04/11/2010","19395","WILLIAMS","156 N","96 W","25","NWNW","341 FNL  919 FWL","BEAVER LODGE","BAKKEN","HORIZONTAL","48.312083549339832","-102.97462115961156","OG","A","216944","06/01/2010"
"33053028760000","17225","XTO ENERGY INC.","CHARLSON  44-33H","CHARLSON","44-33H","ENCORE OPERATING, L.P.","CHARLSON  44-33H","05/05/2009","15030","MCKENZIE","154 N","95 W","33","SESE","610 FSL  790 FEL","CHARLSON","BAKKEN","HORIZONTAL","48.112098024851299","-102.89574138834308","OG","A","117225","06/19/2009"
"33011014620000","17248","FIDELITY EXPLORATION & PRODUCTION COMPANY","NDBIS022419  2943","NDBIS022419","2943","FIDELITY EXPLORATION & PRODUCTION COMPANY","NDBIS022419  2943","11/06/2009","1765","BOWMAN","130 N","107 W","11","SWNW","1559 FNL  185 FWL","CEDAR CREEK","PIERRE","VERTICAL","46.100393909471876","-104.03247011700927","GASD","A","","12/15/2009"
"33011014630000","17249","FIDELITY EXPLORATION & PRODUCTION COMPANY","NDBIS022408B  2942","NDBIS022408B","2942","FIDELITY EXPLORATION & PRODUCTION COMPANY","NDBIS022408B  2942","11/08/2009","1685","BOWMAN","130 N","107 W","3","SESE","1227 FSL  146 FEL","CEDAR CREEK","PIERRE","VERTICAL","46.108033686598972","-104.03377616929613","GASD","A","","12/10/2009"
"33011014640000","17250","FIDELITY EXPLORATION & PRODUCTION COMPANY","NDBIS022419  2944","NDBIS022419","2944","FIDELITY EXPLORATION & PRODUCTION COMPANY","NDBIS022419  2944","11/04/2009","1800","BOWMAN","130 N","107 W","11","SWNE","2401 FNL  1368 FEL","CEDAR CREEK","PIERRE","VERTICAL","46.098063817221842","-104.01764235776373","GASD","A","","01/05/2010"
"33053028820000","17254","QEP ENERGY COMPANY","HENDERSON  4-25H","HENDERSON","4-25H","HELIS OIL & GAS COMPANY, L.L.C.","HENDERSON  4-25H","06/03/2010","15960","MCKENZIE","150 N","95 W","25","NWNW","818 FNL  131 FWL","SPOTTED HORN","BAKKEN","HORIZONTAL","47.78732495909118","-102.79026667783839","OG","A","117254","07/30/2010"
"33053028890000","17276","XTO ENERGY INC.","CHARLSON  11-6H","CHARLSON","11-6H","ENCORE OPERATING, L.P.","CHARLSON  11-6H","03/30/2009","16720","MCKENZIE","153 N","95 W","6","LOT 4","293 FNL  139 FWL","CHARLSON","BAKKEN","HORIZONTAL","48.109703635584431","-102.95663064994309","OG","A","117276","06/04/2009"
"33061007430000","17277","EOG RESOURCES, INC.","WESTGARD  1-28H","WESTGARD","1-28H","EOG RESOURCES, INC.","WESTGARD  1-28H","11/14/2009","14157","MOUNTRAIL","153 N","89 W","28","SWSE","300 FSL  1600 FEL","PARSHALL","BAKKEN","HORIZONTAL","48.038462006318539","-102.12244101162364","OG","A","117277","05/10/2010"
"33061007500000","17290","HUNT OIL COMPANY","HORST  1-19H","HORST","1-19H","EOG RESOURCES, INC.","OAKLAND   2-19H","03/30/2009","13724","MOUNTRAIL","154 N","89 W","19","NENW","270 FNL  1695 FWL","PARSHALL","BAKKEN","HORIZONTAL","48.152577052011928","-102.17375153988822","OG","A","117290","06/05/2009"
"33061007530000","17296","HUNT OIL COMPANY","SHELL  3-05H","SHELL","3-05H","EOG RESOURCES, INC.","SHELL  3-05H","02/18/2009","14464","MOUNTRAIL","153 N","89 W","5","LOT 4","400 FNL  400 FWL","PARSHALL","BAKKEN","HORIZONTAL","48.108882714274827","-102.15756159770473","OG","A","117296","08/24/2009"
"33061007540000","17301","EOG RESOURCES, INC.","OAKLAND  1-20H","OAKLAND","1-20H","EOG RESOURCES, INC.","OAKLAND  1-20H","05/31/2009","14392","MOUNTRAIL","154 N","89 W","20","NWNW","400 FNL  435 FWL","PARSHALL","BAKKEN","HORIZONTAL","48.152176002469986","-102.15751676772376","OG","A","117301","09/26/2009"
"33025007650000","17308","BURLINGTON RESOURCES OIL & GAS COMPANY LP","CCU MERIWETHER  44-19TFH","CCU MERIWETHER","44-19TFH","BURLINGTON RESOURCES OIL & GAS COMPANY LP","MERIWETHER  44-19H","04/18/2012","20813","DUNN","147 N","95 W","19","SESE","350 FSL  520 FEL","CORRAL CREEK","BAKKEN","HORIZONTAL","47.532264209355361","-102.82349421930925","OG","A","416647","06/28/2012"
"33061007560000","17326","WHITING OIL AND GAS CORPORATION","LACEY  12-1H","LACEY","12-1H","WHITING OIL AND GAS CORPORATION","LACEY  12-1H","03/21/2010","19491","MOUNTRAIL","152 N","92 W","1","SWNW","2750 FSL  300 FWL","SANISH","BAKKEN","HORIZONTAL","48.014697841519094","-102.40547807559415","OG","A","216902","05/24/2010"
"33053028980000","17340","BURLINGTON RESOURCES OIL & GAS COMPANY LP","SADDLE BUTTE  11-16H","SADDLE BUTTE","11-16H","CONTINENTAL RESOURCES, INC.","PAGE   1-16H","02/25/2009","20857","MCKENZIE","149 N","96 W","16","NWNW","250 FNL  750 FWL","NORTH FORK","BAKKEN","HORIZONTAL","47.731147657659626","-102.98053534447462","OG","A","117340","05/28/2009"
"33061007690000","17355","STATOIL OIL & GAS LP","CVANCARA 20-17  1-H","CVANCARA 20-17","1-H","BRIGHAM OIL & GAS, L.P.","CVANCARA 20  1-H","10/14/2010","20350","MOUNTRAIL","155 N","92 W","20","SESE","230 FSL  280 FEL","ALGER","BAKKEN","HORIZONTAL","48.226451531340601","-102.52685412396154","OG","A","117355","02/27/2011"
"33011014680000","17367","CONTINENTAL RESOURCES, INC.","ERIC   11-24SH","ERIC","11-24SH","CONTINENTAL RESOURCES, INC.","ERIC   11-24SH","05/16/2011","14670","BOWMAN","130 N","106 W","24","NWNW","1100 FNL  700 FWL","CEDAR HILLS","NORTH RED RIVER B","HORIZONTAL","46.072467104411189","-103.88503975338077","OG","A","413779","05/15/2014"
"33013014210000","17369","OASIS PETROLEUM NORTH AMERICA LLC","EDWARDS FEDERAL  5992 44-10H","EDWARDS FEDERAL","5992 44-10H","FIDELITY EXPLORATION & PRODUCTION COMPANY","EDWARDS  44-10H","12/10/2009","19352","BURKE","159 N","92 W","10","SESE","450 FSL  250 FEL","COTTONWOOD","BAKKEN","HORIZONTAL","48.605537648757938","-102.53853402340533","OG","A","117369","02/20/2010"
"33025007800000","17372","CONTINENTAL RESOURCES, INC.","DOLEZAL  1-5H","DOLEZAL","1-5H","CONTINENTAL RESOURCES, INC.","DOLEZAL  1-5H","07/05/2009","20548","DUNN","145 N","95 W","5","NENW","300 FNL  1370 FWL","CHIMNEY BUTTE","BAKKEN","HORIZONTAL","47.414742738096216","-102.81626720499939","OG","A","117372","08/27/2009"
"33025007820000","17375","MARATHON OIL COMPANY","KENT CARLSON  14-36H","KENT CARLSON","14-36H","MARATHON OIL COMPANY","KENT CARLSON  14-36H","03/06/2009","20174","DUNN","146 N","95 W","36","SWSW","400 FSL  600 FWL","KILLDEER","BAKKEN","HORIZONTAL","47.416574058678854","-102.73406627336999","OG","A","117375","06/05/2009"
"33061007780000","17385","SLAWSON EXPLORATION COMPANY, INC.","POLARIS  1-21H","POLARIS","1-21H","SLAWSON EXPLORATION COMPANY, INC.","POLARIS  1-21H","04/16/2009","14130","MOUNTRAIL","157 N","91 W","16","SESW","300 FSL  1430 FWL","KITTLESON SLOUGH","BAKKEN","HORIZONTAL","48.416827755010104","-102.44481211454404","OG","A","117385","06/18/2009"
"33053029100000","17393","BURLINGTON RESOURCES OIL & GAS COMPANY LP","BOXER  21-6H","BOXER","21-6H","BURLINGTON RESOURCES OIL & GAS COMPANY LP","BOXER  21-6H","01/16/2010","20399","MCKENZIE","149 N","96 W","6","LOT 3","189 FNL  2082 FWL","NORTH FORK","BAKKEN","HORIZONTAL","47.76030941642167","-103.01733298868334","OG","A","117393","03/25/2010"
"33025007850000","17397","XTO ENERGY INC.","THELMA FEDERAL   11X-20","THELMA FEDERAL","11X-20","HEADINGTON OIL COMPANY LLC","THELMA FEDERAL   11X-20","04/04/2009","21500","DUNN","148 N","96 W","20","LOT 2","265 FNL  983 FWL","LOST BRIDGE","BAKKEN","HORIZONTAL","47.63127164476419","-102.94648722951356","OG","A","217397","06/24/2009"
"33025007860000","17398","CONTINENTAL RESOURCES, INC.","KUKLA  1-21H","KUKLA","1-21H","CONTINENTAL RESOURCES, INC.","KUKLA  1-21H","03/07/2009","20503","DUNN","146 N","95 W","21","SESW","275 FSL  1500 FWL","CHIMNEY BUTTE","BAKKEN","HORIZONTAL","47.445273917305379","-102.79432588693469","OG","A","117398","05/18/2009"
"33025007880000","17403","CONTINENTAL RESOURCES, INC.","LUNDBERG  1-8H","LUNDBERG","1-8H","CONTINENTAL RESOURCES, INC.","LUNDBERG  1-8H","01/18/2010","20940","DUNN","146 N","96 W","8","NWNE","160 FNL  1400 FEL","RATTLESNAKE POINT","BAKKEN","HORIZONTAL","47.487299343180077","-102.93416877609745","OG","A","117403","04/05/2010"
"33025007890000","17407","XTO ENERGY INC.","FENTON FEDERAL  11X-20","FENTON FEDERAL","11X-20","HEADINGTON OIL COMPANY LLC","FENTON FEDERAL  11X-20","02/09/2009","22740","DUNN","148 N","96 W","20","LOT 2","320 FNL  1034 FWL","LOST BRIDGE","BAKKEN","HORIZONTAL","47.631120767060935","-102.94627577050622","OG","A","217397","06/24/2009"
"33105016860000","17415","CONTINENTAL RESOURCES, INC.","MCCOY  1-18H","MCCOY","1-18H","CONTINENTAL RESOURCES, INC.","MCCOY  1-18H","03/04/2009","19044","WILLIAMS","159 N","95 W","18","NWNE","200 FNL  1320 FEL","NORTHWEST MCGREGOR","BAKKEN","HORIZONTAL","48.603800750729313","-102.99965811359112","OG","A","117415","07/25/2009"
"33023005390000","17418","CONTINENTAL RESOURCES, INC.","MYHRE  1-18H","MYHRE","1-18H","CONTINENTAL RESOURCES, INC.","MYHRE  1-18H","06/13/2009","18617","DIVIDE","160 N","95 W","18","NENW","300 FNL  1300 FWL","STONEVIEW","BAKKEN","HORIZONTAL","48.690360536005905","-103.00962119663028","OG","A","117418","07/23/2009"
"33053029170000","17433","BURLINGTON RESOURCES OIL & GAS COMPANY LP","OLE  1-29H","OLE","1-29H","CONTINENTAL RESOURCES, INC.","OLE  1-29H","03/05/2010","20803","MCKENZIE","149 N","96 W","29","NENW","165 FNL  1595 FWL","NORTH FORK","BAKKEN","HORIZONTAL","47.702577546529866","-102.99822102915384","OG","A","117433","05/02/2010"
"33025007950000","17437","OXY USA INC.","SCOTT  34-7H","SCOTT","34-7H","ANSCHUTZ EXPLORATION CORPORATION","SCOTT  34-7H","05/19/2009","19740","DUNN","143 N","95 W","7","SESE","500 FSL  1320 FEL","MURPHY CREEK","BAKKEN","HORIZONTAL","47.213873087057593","-102.76242677495011","OG","A","218343","07/30/2009"
"33061007980000","17445","STATOIL OIL & GAS LP","AFSETH 34-3  1-H","AFSETH 34-3","1-H","BRIGHAM OIL & GAS, L.P.","AFSETH 34  1-H","11/06/2010","19418","MOUNTRAIL","158 N","91 W","34","NWNW","270 FNL  190 FWL","KITTLESON SLOUGH","BAKKEN","HORIZONTAL","48.473280283924353","-102.42849223891329","OG","A","117445","04/01/2011"
"33025007960000","17448","OXY USA INC.","WITTINGER  31-5H","WITTINGER","31-5H","ANSCHUTZ EXPLORATION CORPORATION","WITTINGER  31-5H","09/11/2009","19961","DUNN","143 N","95 W","5","LOT2","330 FNL  1320 FEL","MURPHY CREEK","BAKKEN","HORIZONTAL","47.240641817445443","-102.74131282260714","OG","A","117448","11/12/2009"
"33053029200000","17461","CONTINENTAL RESOURCES, INC.","BICENTENNIAL FEDERAL   10-34H","BICENTENNIAL FEDERAL","10-34H","SUMMIT RESOURCES, INC.","BICENTENNIAL FEDERAL   10-34H","07/08/2010","15285","MCKENZIE","146 N","104 W","34","NWNW","234 FNL  840 FWL","BICENTENNIAL","BAKKEN","HORIZONTAL","47.430435221347523","-103.922812508516","OG","A","117461","12/03/2010"
"33011014710000","17462","CONTINENTAL RESOURCES, INC.","MPHU   24-19H","MPHU","24-19H","CONTINENTAL RESOURCES, INC.","MPHU   24-19H","06/07/2010","12900","BOWMAN","130 N","103 W","19","SESW","900 FSL  1650 FWL","MEDICINE POLE HILLS","RED RIVER","HORIZONTAL","46.063460552019173","-103.61157646759909","OG","A","404538","07/23/2010"
"33101004770000","17466","XTO ENERGY INC.","SHIPTON  44-21H","SHIPTON","44-21H","ENCORE OPERATING, L.P.","SHIPTON  44-21H","02/22/2009","12305","WARD","158 N","87 W","21","SESE","388 FSL  955 FEL","WILDCAT","","HORIZONTAL","48.489398939918139","-101.9118242662138","OG","DRY","","02/22/2012"
"33025008000000","17468","MARATHON OIL COMPANY","HENDRICKS  34-20H","HENDRICKS","34-20H","MARATHON OIL COMPANY","HENDRICKS  34-20H","07/24/2010","20492","DUNN","144 N","96 W","20","SWSE","300 FSL  1520 FEL","MURPHY CREEK","BAKKEN","HORIZONTAL","47.271022381473045","-102.86893531775756","OG","A","117468","07/17/2011"
"33061008030000","17469","EOG RESOURCES, INC.","SHELL  1-08H","SHELL","1-08H","EOG RESOURCES, INC.","SHELL  1-08H","03/30/2009","14359","MOUNTRAIL","153 N","89 W","8","NWNW","400 FNL  300 FWL","PARSHALL","BAKKEN","HORIZONTAL","48.094425231336203","-102.15796396856254","OG","A","117469","09/29/2009"
"33053029220000","17472","OASIS PETROLEUM NORTH AMERICA LLC","MILDRED NELSON  4-25H","MILDRED NELSON","4-25H","ZENERGY, INC","MILDRED NELSON  4-25H","02/24/2009","16470","MCKENZIE","152 N","98 W","25","NWNW","570 FNL  190 FWL","ELIDAH","BAKKEN","HORIZONTAL","47.961953125805991","-103.17532392465901","OG","A","117472","06/11/2009"
"33023005440000","17473","CONTINENTAL RESOURCES, INC.","FAGERLAND  1-1H","FAGERLAND","1-1H","CONTINENTAL RESOURCES, INC.","FAGERLAND  1-1H","10/06/2010","18520","DIVIDE","161 N","96 W","1","NWNE","200 FNL  1525 FEL","UPLAND","BAKKEN","HORIZONTAL","48.806800469460633","-103.07653859881442","OG","A","117473","12/15/2010"
"33061008060000","17475","EOG RESOURCES, INC.","AUSTIN  11-01H","AUSTIN","11-01H","EOG RESOURCES, INC.","AUSTIN  11-01H","03/18/2009","14110","MOUNTRAIL","154 N","90 W","1","SWSE","500 FSL  1500 FEL","PARSHALL","BAKKEN","HORIZONTAL","48.183774648884416","-102.18675419859228","OG","A","117475","07/15/2009"
"33061008080000","17478","EOG RESOURCES, INC.","WAYZETTA  20-17H","WAYZETTA","20-17H","EOG RESOURCES, INC.","WAYZETTA  20-17H","07/02/2009","15040","MOUNTRAIL","153 N","90 W","17","NWNW","320 FNL  230 FWL","PARSHALL","BAKKEN","HORIZONTAL","48.080121495049355","-102.28765231220265","OG","A","117478","09/16/2009"
"33061008090000","17479","SLAWSON EXPLORATION COMPANY, INC.","RAVEN  1-13H","RAVEN","1-13H","SLAWSON EXPLORATION COMPANY, INC.","RAVEN  1-13H","10/12/2011","13626","MOUNTRAIL","157 N","91 W","13","SWSW","283 FSL  1186 FWL","KITTLESON SLOUGH","BAKKEN","HORIZONTAL","48.416680328369289","-102.38071230967596","OG","A","117479","02/28/2012"
"33053029240000","17483","CONTINENTAL RESOURCES, INC.","BOXCAR BUTTE SOUTH FEDERAL  1-26H","BOXCAR BUTTE SOUTH FEDERAL","1-26H","SUMMIT RESOURCES, INC.","BOXCAR BUTTE SOUTH FEDERAL  1-26H","09/12/2010","16141","MCKENZIE","148 N","102 W","26","SWSW","100 FSL  200 FWL","SOUTH BOXCAR","BAKKEN","HORIZONTAL","47.604179500491895","-103.65038672453642","OG","A","117483","01/10/2011"
"33061008120000","17485","EOG RESOURCES, INC.","BURKE  19-28H","BURKE","19-28H","EOG RESOURCES, INC.","BURKE  19-28H","03/05/2009","14679","MOUNTRAIL","155 N","90 W","28","SWSE","200 FSL  1450 FEL","PARSHALL","BAKKEN","HORIZONTAL","48.211919066941348","-102.2514484390707","OG","A","117485","07/02/2009"
"33061008130000","17486","EOG RESOURCES, INC.","BURKE  18-27H","BURKE","18-27H","EOG RESOURCES, INC.","BURKE  18-27H","04/14/2009","14528","MOUNTRAIL","155 N","90 W","27","SWSE","275 FSL  1500 FEL","PARSHALL","BAKKEN","HORIZONTAL","48.212126973914494","-102.23005760237757","OG","A","117486","08/02/2009"
"33061008160000","17490","EOG RESOURCES, INC.","BURKE   7-03H","BURKE","7-03H","EOG RESOURCES, INC.","BURKE   7-03H","02/16/2009","14033","MOUNTRAIL","155 N","90 W","3","LOT4","365 FNL  395 FWL","ROSS","BAKKEN","HORIZONTAL","48.282782499737088","-102.24397670395356","OG","A","117490","07/18/2009"
"33025008090000","17525","OXY USA INC.","TWIST  31-4H","TWIST","31-4H","ANSCHUTZ EXPLORATION CORPORATION","TWIST  31-4H","11/03/2009","20080","DUNN","143 N","95 W","4","LOT2","200 FNL  1520 FEL","MURPHY CREEK","BAKKEN","HORIZONTAL","47.24099993029116","-102.7208246269967","OG","A","117525","03/13/2010"
