DISTRICT_NO}CYCLE_YEAR}CYCLE_MONTH}CYCLE_YEAR_MONTH}DISTRICT_NAME}DIST_OIL_PROD_VOL}DIST_GAS_PROD_VOL}DIST_COND_PROD_VOL}DIST_CSGD_PROD_VOL
01}1993}01}199301}01}1947484}8168978}43651}2059947
01}1993}02}199302}01}1747372}7343416}41133}1882366
01}1993}03}199303}01}1888892}8091885}45487}2039469
01}1993}04}199304}01}1823936}7850716}42059}1979881
01}1993}05}199305}01}1804179}8016692}40765}2005336
01}1993}06}199306}01}1772901}7472942}36117}1936614
01}1993}07}199307}01}1809962}7883137}39149}1994869
01}1993}08}199308}01}1813086}7866298}40080}2041558
01}1993}09}199309}01}1675599}7596941}36599}1871241
01}1993}10}199310}01}1689383}7855879}41036}1981397
01}1993}11}199311}01}1523103}7436326}42426}1774658
01}1993}12}199312}01}1466249}7686968}42753}1706924
01}1994}01}199401}01}1408917}7512688}44602}1607986
01}1994}02}199402}01}1262093}6703276}39849}1488495
01}1994}03}199403}01}1393027}7550687}38290}1677489
01}1994}04}199404}01}1319676}7466820}35347}1590910
01}1994}05}199405}01}1366842}7916579}37525}1541704
01}1994}06}199406}01}1270020}7610288}38421}1461121
01}1994}07}199407}01}1285353}7679472}35978}1521800
01}1994}08}199408}01}1255971}7841446}36984}1488052
01}1994}09}199409}01}1206178}7346094}34030}1396560
01}1994}10}199410}01}1198483}8047043}36541}1400541
01}1994}11}199411}01}1138421}7789002}37708}1266320
01}1994}12}199412}01}1144410}8005143}39690}1316519
01}1995}01}199501}01}1137278}7804460}43599}1258400
01}1995}02}199502}01}1043011}7169836}38158}1173271
01}1995}03}199503}01}1112377}7626548}41250}1257868
01}1995}04}199504}01}1077915}7209846}34721}1202205
01}1995}05}199505}01}1109515}7424937}33309}1283279
01}1995}06}199506}01}1048995}7287594}31872}1213324
01}1995}07}199507}01}1057923}7511292}30892}1206404
01}1995}08}199508}01}1051710}7465017}31259}1186331
01}1995}09}199509}01}1008674}7122594}31607}1153279
01}1995}10}199510}01}1034061}7503785}39204}1170577
01}1995}11}199511}01}1011266}7324041}47641}1109754
01}1995}12}199512}01}1016273}7774156}58816}1111855
01}1996}01}199601}01}1010996}7894558}55798}1068849
01}1996}02}199602}01}935418}7658630}52274}964072
01}1996}03}199603}01}1018027}8461959}55897}1041209
01}1996}04}199604}01}966987}8264279}54673}997377
