COUNTY_NO}COUNTY_FIPS_CODE}COUNTY_NAME}DISTRICT_NO}DISTRICT_NAME}ON_SHORE_FLAG}ONSHORE_ASSC_CNTY_FLAG
363}363}PALO PINTO}08}7B}Y}N
367}367}PARKER}08}7B}Y}N
411}411}SAN SABA}08}7B}Y}N
417}417}SHACKELFORD}08}7B}Y}N
425}425}SOMERVELL}08}7B}Y}N
429}429}STEPHENS}08}7B}Y}N
433}433}STONEWALL}08}7B}Y}N
441}441}TAYLOR}08}7B}Y}N
447}447}THROCKMORTON}08}7B}Y}N
081}081}COKE}09}7C}Y}N
095}095}CONCHO}09}7C}Y}N
105}105}CROCKETT}09}7C}Y}N
235}235}IRION}09}7C}Y}N
267}267}KIMBLE}09}7C}Y}N
307}307}MCCULLOCH}09}7C}Y}N
327}327}MENARD}09}7C}Y}N
383}383}REAGAN}09}7C}Y}N
399}399}RUNNELS}09}7C}Y}N
413}413}SCHLEICHER}09}7C}Y}N
435}435}SUTTON}09}7C}Y}N
443}443}TERRELL}09}7C}Y}N
451}451}TOM GREEN}09}7C}Y}N
461}461}UPTON}09}7C}Y}N
013}013}ATASCOSA}01}01}Y}N
019}019}BANDERA}01}01}Y}N
021}021}BASTROP}01}01}Y}N
027}027}BELL}01}01}Y}N
029}029}BEXAR}01}01}Y}N
031}031}BLANCO}01}01}Y}N
053}053}BURNET}01}01}Y}N
055}055}CALDWELL}01}01}Y}N
091}091}COMAL}01}01}Y}N
127}127}DIMMIT}01}01}Y}N
137}137}EDWARDS}01}01}Y}N
163}163}FRIO}01}01}Y}N
171}171}GILLESPIE}01}01}Y}N
177}177}GONZALES}01}01}Y}N
187}187}GUADALUPE}01}01}Y}N
209}209}HAYS}01}01}Y}N
259}259}KENDALL}01}01}Y}N
265}265}KERR}01}01}Y}N
271}271}KINNEY}01}01}Y}N
283}283}LA SALLE}01}01}Y}N
299}299}LLANO}01}01}Y}N
311}311}MCMULLEN}01}01}Y}N
319}319}MASON}01}01}Y}N
323}323}MAVERICK}01}01}Y}N
325}325}MEDINA}01}01}Y}N
331}331}MILAM}01}01}Y}N
385}385}REAL}01}01}Y}N
453}453}TRAVIS}01}01}Y}N
463}463}UVALDE}01}01}Y}N
465}465}VAL VERDE}01}01}Y}N
491}491}WILLIAMSON}01}01}Y}N
493}493}WILSON}01}01}Y}N
507}507}ZAVALA}01}01}Y}N
003}003}ANDREWS}10}08}Y}N
043}043}BREWSTER}10}08}Y}N
103}103}CRANE}10}08}Y}N
109}109}CULBERSON}10}08}Y}N
135}135}ECTOR}10}08}Y}N
141}141}EL PASO}10}08}Y}N
173}173}GLASSCOCK}10}08}Y}N
227}227}HOWARD}10}08}Y}N
229}229}HUDSPETH}10}08}Y}N
243}243}JEFF DAVIS}10}08}Y}N
301}301}LOVING}10}08}Y}N
317}317}MARTIN}10}08}Y}N
329}329}MIDLAND}10}08}Y}N
335}335}MITCHELL}10}08}Y}N
371}371}PECOS}10}08}Y}N
377}377}PRESIDIO}10}08}Y}N
389}389}REEVES}10}08}Y}N
431}431}STERLING}10}08}Y}N
475}475}WARD}10}08}Y}N
495}495}WINKLER}10}08}Y}N
017}017}BAILEY}11}8A}Y}N
033}033}BORDEN}11}8A}Y}N
079}079}COCHRAN}11}8A}Y}N
101}101}COTTLE}11}8A}Y}N
107}107}CROSBY}11}8A}Y}N
115}115}DAWSON}11}8A}Y}N
125}125}DICKENS}11}8A}Y}N
153}153}FLOYD}11}8A}Y}N
165}165}GAINES}11}8A}Y}N
169}169}GARZA}11}8A}Y}N
189}189}HALE}11}8A}Y}N
219}219}HOCKLEY}11}8A}Y}N
263}263}KENT}11}8A}Y}N
269}269}KING}11}8A}Y}N
279}279}LAMB}11}8A}Y}N
303}303}LUBBOCK}11}8A}Y}N
305}305}LYNN}11}8A}Y}N
345}345}MOTLEY}11}8A}Y}N
415}415}SCURRY}11}8A}Y}N
445}445}TERRY}11}8A}Y}N
501}501}YOAKUM}11}8A}Y}N
009}009}ARCHER}13}09}Y}N
023}023}BAYLOR}13}09}Y}N
077}077}CLAY}13}09}Y}N
097}097}COOKE}13}09}Y}N
121}121}DENTON}13}09}Y}N
155}155}FOARD}13}09}Y}N
181}181}GRAYSON}13}09}Y}N
197}197}HARDEMAN}13}09}Y}N
237}237}JACK}13}09}Y}N
275}275}KNOX}13}09}Y}N
337}337}MONTAGUE}13}09}Y}N
485}485}WICHITA}13}09}Y}N
487}487}WILBARGER}13}09}Y}N
497}497}WISE}13}09}Y}N
503}503}YOUNG}13}09}Y}N
011}011}ARMSTRONG}14}10}Y}N
045}045}BRISCOE}14}10}Y}N
065}065}CARSON}14}10}Y}N
069}069}CASTRO}14}10}Y}N
075}075}CHILDRESS}14}10}Y}N
087}087}COLLINGSWORTH}14}10}Y}N
111}111}DALLAM}14}10}Y}N
117}117}DEAF SMITH}14}10}Y}N
129}129}DONLEY}14}10}Y}N
179}179}GRAY}14}10}Y}N
191}191}HALL}14}10}Y}N
195}195}HANSFORD}14}10}Y}N
205}205}HARTLEY}14}10}Y}N
211}211}HEMPHILL}14}10}Y}N
233}233}HUTCHINSON}14}10}Y}N
295}295}LIPSCOMB}14}10}Y}N
341}341}MOORE}14}10}Y}N
357}357}OCHILTREE}14}10}Y}N
359}359}OLDHAM}14}10}Y}N
369}369}PARMER}14}10}Y}N
375}375}POTTER}14}10}Y}N
381}381}RANDALL}14}10}Y}N
393}393}ROBERTS}14}10}Y}N
421}421}SHERMAN}14}10}Y}N
