Date,"Albany County, WY","Big Horn County, WY","Campbell County, WY","Carbon County, WY","Converse County, WY","Crook County, WY","Fremont County, WY","Goshen County, WY","Hot Springs County, WY","Johnson County, WY","Laramie County, WY","Lincoln County, WY","Natrona County, WY","Niobrara County, WY","Park County, WY","Platte County, WY","Sheridan County, WY","Sublette County, WY","Sweetwater County, WY","Teton County, WY","Uinta County, WY","Washakie County, WY","Weston County, WY"
08/1997,1.8,4.5,4.2,3.3,5.1,3.5,7.4,4.2,3.6,2.9,3.1,4.6,5.1,1.5,2.8,3.2,3.7,1.8,5.3,1.2,5.0,5.0,3.8
08/1998,1.9,5.9,4.2,4.1,4.7,3.9,7.3,4.3,3.8,3.2,3.2,4.6,5.0,2.6,3.6,4.4,4.0,2.9,4.7,0.8,5.5,6.2,4.4
08/1999,1.7,5.6,4.3,3.7,4.1,3.3,6.9,3.4,3.7,2.9,3.2,4.4,4.8,2.7,3.3,4.2,3.6,2.7,5.3,1.1,6.0,6.0,4.1
08/2000,3.2,4.7,2.7,3.7,3.4,2.9,4.9,3.6,3.1,3.0,3.4,2.9,3.7,3.2,3.1,3.8,3.3,2.5,3.9,1.6,3.8,4.3,3.6
08/2001,3.4,4.0,2.3,3.6,3.3,2.6,4.3,3.7,3.5,2.9,3.8,2.9,3.4,3.3,3.3,3.6,3.3,2.2,3.6,1.7,3.5,4.1,3.5
08/2002,3.0,4.8,2.7,3.4,3.6,2.5,4.4,4.0,3.6,3.0,3.6,3.3,3.6,3.5,3.2,4.2,3.3,2.3,3.6,1.9,3.5,4.2,3.2
08/2003,3.3,4.0,3.1,4.2,3.9,3.0,4.6,4.2,3.3,3.5,4.1,3.2,4.1,3.5,3.1,4.6,3.7,2.5,3.4,2.4,3.6,3.6,3.7
08/2004,2.8,4.2,2.8,3.6,3.7,2.9,4.4,3.9,3.2,2.6,4.1,3.3,3.2,3.2,3.1,4.4,3.2,2.1,2.9,2.0,3.3,3.6,3.3
08/2005,2.8,4.0,2.4,3.4,3.4,2.8,4.3,4.2,3.5,3.0,3.8,3.6,3.2,3.3,3.2,4.7,3.3,1.8,2.7,2.1,2.8,3.5,3.7
08/2006,2.6,3.5,1.9,2.8,3.1,2.4,4.0,3.6,2.9,2.8,3.7,2.9,2.8,2.7,2.7,4.0,2.7,1.5,2.2,1.7,2.7,3.2,3.2
08/2007,2.3,3.4,1.9,2.7,2.7,2.6,3.5,3.2,2.9,2.9,3.2,1.9,2.4,2.1,2.3,4.1,2.4,1.2,2.1,1.4,2.5,3.9,3.0
08/2008,2.5,3.5,1.8,2.9,2.5,2.3,3.5,3.5,2.8,2.8,3.5,2.9,2.6,2.6,2.5,3.9,2.5,1.4,2.1,1.7,2.6,2.8,3.0
08/2009,4.4,7.7,5.6,6.9,5.8,5.3,7.6,5.2,5.5,7.1,6.1,7.0,7.1,4.4,4.8,5.6,6.4,4.8,6.8,4.5,7.1,6.2,5.9
08/2010,4.4,5.6,5.1,6.0,5.0,4.1,6.0,4.9,4.6,5.7,5.9,6.8,6.4,4.2,4.7,5.5,6.1,4.9,5.8,4.6,6.0,5.1,4.1
08/2011,4.2,5.4,4.5,5.0,4.4,4.3,5.6,4.5,4.6,5.0,5.6,6.4,5.4,4.1,4.3,4.9,5.9,3.8,4.7,4.4,5.6,4.9,3.9
08/2012,4.3,5.2,4.5,4.5,4.0,4.4,5.6,4.6,4.4,4.4,5.3,5.9,4.8,3.5,4.5,4.8,5.4,4.8,4.4,4.1,5.4,4.6,3.6
08/2013,3.7,4.3,3.8,3.8,3.2,3.5,5.1,3.9,3.9,4.1,4.2,4.4,4.1,3.4,3.8,4.2,4.4,3.8,3.9,3.2,4.6,4.1,2.9
08/2014,3.5,3.7,3.0,3.5,2.8,3.2,4.3,3.4,3.8,3.6,4.0,4.1,3.7,3.5,3.5,3.6,3.8,3.4,3.8,2.7,4.4,3.6,3.0
08/2015,3.3,4.0,3.8,2.8,3.6,2.6,5.2,3.0,3.8,4.1,3.7,3.9,4.9,3.4,3.3,3.8,3.7,4.6,4.5,2.1,4.7,3.7,3.1
08/2016,3.2,4.2,6.9,3.7,5.9,3.8,6.3,3.2,3.9,4.2,3.8,3.7,6.6,3.2,3.5,4.3,3.8,5.3,5.5,1.9,5.1,4.3,4.7
08/2017,2.8,3.5,4.4,3.3,4.1,2.7,4.9,2.9,3.3,3.1,3.4,3.0,4.5,2.4,3.0,3.5,3.2,3.3,4.0,1.7,3.8,3.4,3.5
09/1990,5.2,5.7,4.4,3.6,4.4,2.1,5.7,3.4,3.2,2.9,4.6,4.6,5.7,1.9,3.3,3.9,4.4,1.6,5.1,1.2,5.5,4.2,2.7
09/1991,2.8,5.6,5.1,4.7,4.5,2.4,5.8,2.8,4.0,4.0,3.7,5.4,6.0,2.1,3.6,3.5,4.7,1.9,5.4,1.5,6.4,3.8,3.5
09/1992,2.4,5.7,5.0,5.4,4.9,2.2,6.3,4.1,5.4,4.1,3.8,6.1,6.4,2.9,3.1,4.3,5.0,2.2,5.6,1.3,7.2,5.5,3.8
09/1993,2.1,4.8,4.2,4.5,4.8,2.9,5.5,4.0,4.7,3.6,3.7,5.5,6.3,2.1,2.7,3.6,3.5,2.4,5.9,1.2,8.4,6.0,3.4
09/1994,2.1,5.5,3.5,3.6,4.3,2.8,5.6,3.5,4.3,2.3,3.7,5.4,5.1,1.7,2.9,4.3,3.5,1.8,4.1,0.8,6.2,4.3,3.0
09/1995,2.0,4.2,4.5,3.9,5.4,3.5,6.1,4.0,4.4,2.8,3.3,5.7,5.5,1.6,3.3,3.2,3.6,2.8,4.8,1.1,5.8,5.6,3.5
09/1996,1.6,4.5,4.6,3.7,5.1,3.5,6.3,4.2,3.9,2.7,3.2,5.4,5.8,1.6,3.3,2.8,3.5,2.4,5.2,1.6,6.9,5.5,4.2
09/1997,1.4,4.2,4.3,2.9,4.6,3.5,6.8,4.1,3.1,3.0,3.0,5.1,4.9,1.6,3.0,3.1,3.5,2.2,4.7,1.2,5.1,4.4,3.5
09/1998,1.6,5.7,4.5,4.6,4.4,4.1,6.3,3.6,4.0,2.9,3.1,5.6,5.0,1.7,3.3,4.3,3.8,3.0,4.7,1.1,5.5,6.8,3.9
09/1999,1.3,4.8,4.3,3.7,4.1,3.2,6.0,2.9,4.7,2.5,3.1,4.8,4.6,2.0,3.4,3.6,3.8,2.2,4.9,1.2,6.1,5.6,4.4
09/2000,3.2,4.2,2.8,3.7,3.3,2.8,4.2,3.3,3.0,3.1,3.6,3.2,3.6,3.3,3.3,3.7,3.2,2.6,3.5,2.0,3.7,4.0,3.9
09/2001,3.4,3.8,2.5,3.8,3.3,2.8,3.9,3.5,3.4,3.0,3.8,3.1,3.3,3.0,3.2,3.6,3.3,2.4,3.6,2.1,3.3,4.0,3.3
09/2002,3.1,4.4,2.8,3.4,3.7,3.0,4.5,3.8,4.0,3.3,3.8,3.8,3.7,3.8,3.4,4.2,3.3,2.7,3.4,2.0,3.4,4.3,3.4
09/2003,3.2,4.2,3.0,4.3,3.7,3.3,4.2,4.0,3.7,3.5,4.1,3.3,3.9,3.4,3.3,4.0,3.7,2.7,3.3,2.6,3.7,3.5,3.9
09/2004,2.8,4.2,2.8,3.6,3.6,3.3,4.1,4.0,3.3,2.9,4.3,3.2,3.4,3.1,3.3,4.2,3.2,2.1,2.9,2.3,3.4,3.6,3.5
09/2005,2.6,3.9,2.5,3.4,3.4,3.1,4.1,4.4,3.8,3.3,3.8,3.4,3.2,3.1,3.3,4.6,3.3,1.8,2.8,2.2,2.9,3.4,3.6
09/2006,2.4,3.4,2.0,2.7,3.1,2.4,3.7,3.3,3.1,2.7,3.5,2.8,2.8,2.7,2.8,3.8,2.7,1.6,2.3,1.9,2.8,3.0,3.1
09/2007,2.1,3.5,1.8,2.6,2.7,2.4,3.1,2.9,2.9,2.9,3.1,1.9,2.3,3.4,2.5,3.4,2.3,1.3,2.0,1.6,2.4,2.7,2.9
09/2008,2.1,3.2,1.7,2.8,2.4,2.3,3.3,3.0,2.6,2.7,3.5,2.7,2.4,2.9,2.6,3.4,2.5,1.5,2.1,2.1,2.5,2.7,3.1
09/2009,3.6,7.6,5.5,6.6,5.5,4.8,7.0,4.9,5.6,6.4,6.0,6.6,7.0,4.1,4.9,5.8,6.4,4.6,7.0,5.1,6.9,5.6,5.7
09/2010,3.7,5.5,4.8,5.8,4.6,3.8,5.6,4.5,4.4,5.3,5.8,6.4,6.2,3.9,4.7,4.8,5.9,4.5,5.4,5.2,5.5,4.7,4.1
09/2011,3.6,5.1,4.4,5.0,4.5,4.1,5.4,4.4,4.2,5.1,5.6,6.2,5.4,3.9,4.6,4.3,6.0,3.7,4.6,4.9,5.5,4.8,3.8
09/2012,3.8,4.7,4.4,4.3,3.9,4.3,5.5,4.1,4.2,4.4,5.2,5.6,4.7,3.0,4.5,4.3,5.2,4.5,4.3,4.5,5.1,4.3,3.5
09/2013,3.4,4.4,3.7,3.8,3.3,3.5,5.0,3.7,4.2,4.1,4.2,4.4,4.1,3.3,3.9,3.9,4.3,3.8,3.9,3.5,4.7,4.4,3.0
09/2014,3.2,3.6,3.0,3.6,2.8,3.2,4.2,3.2,3.7,3.5,3.8,4.1,3.6,3.1,3.5,3.5,3.8,3.7,3.7,2.9,4.5,3.7,3.1
09/2015,2.9,4.0,3.7,2.9,3.4,2.8,4.9,3.0,3.8,3.9,3.6,3.9,4.9,2.6,3.5,3.7,3.5,4.7,4.4,2.4,4.7,3.5,3.0
09/2016,2.7,3.7,6.7,3.7,5.7,3.7,6.3,2.9,4.2,3.9,3.5,3.6,6.5,2.8,3.5,3.9,3.7,5.3,5.4,1.9,5.1,3.7,4.6
09/2017,2.6,3.5,4.3,3.2,3.9,2.8,4.5,2.5,3.3,3.3,3.4,3.1,4.5,2.2,3.2,3.1,3.3,3.5,4.0,1.9,3.7,3.5,3.6
10/1990,5.0,4.3,4.2,4.0,4.3,2.0,6.4,2.9,2.4,3.3,4.6,4.8,5.7,2.6,3.9,4.7,4.7,2.1,5.3,2.4,5.5,3.4,2.6
10/1991,3.1,4.4,5.0,5.1,4.2,2.4,6.1,2.6,3.5,5.5,3.9,5.0,6.2,2.1,3.7,3.6,5.9,2.2,5.1,2.4,6.5,2.9,3.4
10/1992,2.4,5.2,4.6,4.9,4.8,3.0,6.0,3.4,4.3,3.9,3.7,5.5,6.8,4.0,3.8,4.9,4.7,2.0,5.0,2.3,6.7,5.3,4.2
10/1993,2.3,4.7,4.3,4.4,4.5,3.0,6.1,3.2,5.0,4.1,3.7,5.8,6.8,3.0,3.4,4.7,3.9,2.7,5.6,2.3,8.0,5.5,4.4
10/1994,2.3,5.0,3.7,3.8,4.2,2.5,5.7,2.9,4.8,2.5,3.6,5.6,5.0,2.4,3.6,3.8,3.8,2.1,4.3,1.8,6.2,4.0,3.8
10/1995,1.7,4.0,4.3,4.0,4.9,3.8,6.2,3.3,4.4,2.7,3.3,5.5,5.7,1.0,3.5,3.4,3.8,2.6,5.2,2.0,5.7,4.9,3.5
10/1996,1.8,4.2,4.5,4.5,5.2,3.5,6.5,3.8,3.6,3.0,3.4,5.2,5.7,2.9,3.9,3.4,3.4,2.3,5.7,1.9,6.6,4.9,5.2
10/1997,1.5,4.0,4.3,4.1,4.7,3.9,6.6,3.6,3.8,3.3,3.1,4.7,4.9,1.9,3.5,3.3,3.9,1.9,4.4,1.9,5.0,4.0,3.9
10/1998,1.5,5.2,4.5,4.3,4.5,4.3,6.8,3.2,3.4,2.9,3.2,5.1,5.4,2.9,4.1,4.1,4.6,2.7,5.1,1.7,5.2,5.2,4.0
10/1999,1.3,4.6,4.0,4.1,4.3,3.9,5.9,2.6,4.4,2.8,3.3,5.0,4.8,2.8,3.8,3.2,3.5,1.9,5.4,1.9,6.2,4.3,3.8
10/2000,3.1,4.0,2.7,3.8,3.5,3.1,4.3,2.9,3.3,2.9,3.6,3.2,3.5,3.5,3.4,3.9,3.5,2.5,3.6,2.5,3.6,3.4,3.9
10/2001,3.1,3.7,2.3,4.0,3.1,2.8,3.9,3.2,3.4,3.5,3.8,3.6,3.3,3.0,3.6,3.4,3.4,2.4,3.5,2.9,3.5,3.3,3.6
10/2002,3.0,4.2,2.9,3.7,3.7,3.0,4.8,3.5,3.9,3.4,3.9,4.0,3.8,3.5,3.7,4.3,3.6,2.6,3.6,2.7,3.7,3.9,3.5
10/2003,2.8,3.8,2.9,4.4,3.6,3.4,4.6,3.5,3.5,3.3,4.0,3.2,3.9,4.0,3.7,4.0,3.6,2.7,3.3,3.7,3.6,3.5,3.7
10/2004,2.6,4.1,2.7,3.8,3.5,3.5,4.2,3.8,3.2,3.0,4.4,3.3,3.3,3.3,3.5,4.2,3.4,1.9,3.0,3.1,3.3,3.6,3.8
10/2005,2.5,3.6,2.5,3.5,3.4,3.0,4.1,4.0,3.9,3.5,3.8,3.6,3.2,3.6,3.7,4.6,3.3,1.9,2.8,2.9,2.9,3.5,3.7
10/2006,2.2,3.6,2.0,2.8,3.1,2.5,3.8,3.1,3.1,2.8,3.6,2.9,2.7,3.1,3.1,4.0,2.8,1.8,2.2,2.4,2.7,3.0,3.1
10/2007,2.0,3.2,1.8,2.4,2.5,2.4,3.1,2.9,2.7,3.0,3.1,1.9,2.2,3.9,2.7,3.4,2.3,1.2,2.0,2.0,2.3,2.5,3.0
10/2008,2.3,3.3,1.8,3.3,2.6,2.4,3.5,2.9,3.0,2.8,3.4,3.1,2.5,3.3,3.1,3.5,2.7,1.6,2.2,3.1,2.6,2.7,3.0
10/2009,4.2,7.4,5.8,6.7,5.6,5.5,7.1,5.1,5.9,6.8,6.5,7.0,6.9,4.7,5.9,5.9,6.8,4.3,6.8,7.3,6.7,5.4,6.0
10/2010,3.8,5.5,4.7,5.8,4.5,3.7,5.8,4.2,5.0,5.1,6.0,6.8,6.3,4.0,5.2,4.9,6.0,4.6,5.4,7.8,5.7,4.4,3.9
10/2011,3.7,5.1,4.4,5.1,4.5,4.2,5.7,4.2,4.6,5.4,5.7,6.4,5.4,4.2,5.2,4.8,6.1,3.8,4.7,7.4,5.6,4.8,3.9
10/2012,3.8,5.1,4.5,4.6,3.8,4.6,5.5,4.0,4.6,4.5,5.3,5.8,4.7,3.2,5.1,4.4,5.4,4.6,4.3,6.3,5.3,4.3,3.4
10/2013,3.3,4.7,3.6,3.9,3.3,3.7,5.2,3.7,4.2,4.6,4.2,4.8,4.2,3.1,4.5,4.0,4.5,4.0,4.0,5.3,4.7,4.4,3.2
10/2014,3.2,3.8,3.0,3.4,2.6,3.2,4.1,3.2,3.8,3.6,3.8,4.4,3.6,2.8,3.8,3.4,3.8,3.8,3.6,4.6,4.4,3.5,3.0
10/2015,3.0,4.1,3.9,3.6,3.5,3.1,5.0,3.2,3.9,4.1,3.8,4.2,5.0,2.9,3.9,3.9,3.9,4.8,4.6,3.9,4.8,3.6,3.2
10/2016,2.8,3.8,6.2,3.9,5.3,3.8,5.9,3.0,4.3,4.2,3.6,3.5,6.2,2.8,3.8,3.9,3.8,5.2,5.1,3.0,4.9,3.8,4.5
10/2017,2.7,3.5,4.1,3.5,3.9,2.9,4.6,2.6,3.3,3.6,3.5,3.2,4.5,2.3,3.6,3.3,3.4,3.6,4.0,3.0,3.8,3.4,3.6
11/1990,5.3,5.9,4.3,6.1,5.4,2.8,7.0,3.4,3.5,5.4,4.8,7.0,5.7,3.0,5.1,6.0,5.8,2.0,5.4,4.2,5.9,3.4,3.8
11/1991,3.2,6.9,5.6,6.8,5.7,3.6,7.0,3.3,4.0,8.0,4.1,7.8,6.5,5.6,5.6,6.2,6.9,3.4,5.9,4.5,6.6,4.1,4.7
11/1992,3.2,5.8,5.3,5.5,4.7,3.7,6.6,3.8,5.2,4.4,3.8,6.5,7.4,3.7,4.4,5.5,5.0,3.1,5.4,5.1,7.3,5.6,4.2
11/1993,2.7,5.7,4.2,5.4,5.0,3.1,6.8,3.4,5.8,4.5,4.2,6.5,7.1,3.0,4.2,5.4,4.7,3.1,5.8,5.0,7.9,6.5,5.1
11/1994,2.3,6.2,3.7,4.5,3.8,3.4,6.0,3.0,5.1,4.7,3.8,7.1,5.1,1.6,4.4,3.9,4.2,2.2,4.2,4.9,6.8,4.8,5.4
11/1995,2.0,5.2,4.0,5.0,5.3,4.3,7.0,3.6,5.3,3.7,3.7,6.1,6.0,1.8,4.4,4.1,4.6,3.2,5.5,5.0,6.2,5.5,3.7
11/1996,1.8,5.3,4.7,5.2,5.1,4.3,7.6,3.5,4.0,4.4,3.5,5.4,5.9,2.9,5.1,3.9,4.6,2.6,5.6,5.4,6.7,4.4,5.9
11/1997,1.7,4.6,4.3,4.7,4.8,4.0,6.9,3.9,4.1,3.8,3.8,5.1,5.1,2.1,4.8,4.0,4.6,2.2,4.3,4.7,5.1,4.5,4.4
11/1998,1.9,5.9,4.9,4.7,5.5,4.9,7.6,3.8,3.7,4.1,3.5,4.9,5.5,3.0,4.6,4.8,5.2,2.7,5.3,4.7,5.5,5.3,4.5
11/1999,1.6,5.7,3.9,4.5,5.1,5.0,6.9,2.6,4.1,3.1,3.1,4.4,4.7,2.4,4.7,3.8,4.0,2.0,5.4,4.5,5.8,4.4,4.3
11/2000,3.2,4.9,3.0,4.7,3.8,3.6,5.7,3.3,3.8,4.2,3.8,3.6,4.1,4.2,4.6,4.7,4.0,2.8,3.9,3.7,3.7,3.9,4.2
11/2001,3.2,4.3,2.6,4.5,3.4,3.3,4.2,3.2,4.2,4.1,4.0,4.4,3.6,4.1,4.6,4.0,3.8,2.6,3.7,4.3,3.7,4.0,4.0
11/2002,3.2,4.8,3.1,4.3,4.6,3.8,5.5,3.8,4.4,4.1,4.3,4.9,4.3,5.6,4.9,5.1,4.3,3.1,4.1,4.4,4.1,4.2,4.3
11/2003,3.2,4.4,3.1,5.3,4.1,4.2,5.1,3.7,4.2,4.2,4.4,3.9,4.1,4.8,4.8,5.4,4.1,3.1,3.6,4.7,3.6,3.7,4.1
11/2004,2.8,4.4,2.8,3.9,3.8,3.6,4.3,4.0,3.4,3.6,4.4,3.8,3.4,4.1,4.2,5.0,3.7,2.2,3.0,4.5,3.5,3.6,4.0
11/2005,2.6,4.2,2.5,3.9,3.6,3.3,4.4,4.0,4.1,3.6,3.8,3.9,3.3,3.7,4.2,4.7,3.6,2.0,2.7,4.4,3.1,3.9,3.7
11/2006,2.3,3.9,2.0,2.9,3.1,2.7,3.8,3.1,3.3,3.0,3.6,3.1,2.8,3.4,3.7,4.4,2.9,1.8,2.3,3.6,2.8,3.1,3.1
11/2007,2.1,3.6,1.8,2.6,2.6,2.4,3.3,2.8,2.8,3.1,3.1,2.1,2.3,4.3,3.3,3.8,2.4,1.4,2.0,3.3,2.3,2.8,3.0
11/2008,2.4,3.8,1.8,3.6,2.8,2.7,4.2,3.1,3.3,3.1,3.9,4.1,2.7,3.1,4.1,4.1,3.0,1.7,2.5,6.1,2.8,3.0,3.4
11/2009,4.3,7.8,6.0,7.2,5.8,5.7,7.3,5.1,5.8,7.4,6.6,7.7,7.1,4.8,7.3,6.8,6.8,4.7,6.9,11.1,7.1,5.7,6.0
11/2010,3.9,6.1,5.0,6.5,4.9,4.5,6.2,4.5,5.5,6.0,6.3,7.9,6.5,4.6,6.5,5.4,6.6,5.2,5.7,12.0,5.9,5.1,4.3
11/2011,4.0,5.3,4.4,5.5,4.5,4.5,6.0,4.4,5.0,5.6,5.9,7.0,5.6,3.8,6.3,5.1,6.3,4.1,4.8,11.5,5.7,5.0,4.0
11/2012,4.1,5.5,4.6,5.0,4.1,5.0,5.7,4.5,4.9,4.8,5.4,6.5,4.7,3.6,5.8,4.9,5.5,5.3,4.5,9.2,5.4,4.6,3.8
11/2013,3.4,4.9,3.7,4.1,3.4,3.8,5.2,3.7,4.5,4.8,4.3,5.2,4.2,3.5,5.1,4.4,4.8,4.2,4.1,8.7,5.1,4.2,3.1
11/2014,3.3,4.2,3.3,3.9,2.9,3.5,4.8,3.2,3.8,4.1,4.4,4.9,3.9,3.1,4.9,3.5,4.5,4.2,3.7,7.9,4.2,4.2,3.2
11/2015,3.0,4.4,4.2,4.1,3.8,3.5,5.7,3.2,4.1,4.4,3.9,4.5,5.3,3.2,5.0,4.4,4.3,5.2,4.9,6.9,5.2,4.0,3.1
11/2016,2.7,4.3,6.1,3.9,5.4,3.8,6.0,2.9,4.3,4.4,3.5,3.9,6.2,2.7,4.5,4.2,3.8,5.3,5.3,5.8,4.9,3.7,4.6
11/2017,2.7,3.7,4.1,3.8,3.9,2.9,4.9,2.6,3.5,3.5,3.5,3.8,4.7,2.1,4.5,3.4,3.8,3.8,4.0,5.8,4.1,3.8,3.8
12/1990,5.0,6.1,4.6,6.9,5.7,3.3,7.0,3.1,3.2,6.1,4.8,7.5,6.0,5.4,5.8,6.3,6.4,3.0,5.6,2.8,6.3,3.6,4.2
12/1991,3.6,6.9,5.1,7.6,6.0,3.4,8.1,3.6,5.4,8.2,4.4,9.1,6.9,5.9,6.0,6.2,7.3,4.1,6.0,3.4,7.2,4.3,5.8
12/1992,3.1,6.7,5.2,6.0,5.9,3.8,7.2,3.8,5.2,5.6,4.2,7.5,7.4,4.3,4.9,6.2,4.9,2.9,6.0,3.0,7.2,5.9,4.5
12/1993,2.6,6.7,4.4,5.4,5.9,4.6,8.0,3.8,5.6,5.5,4.5,8.1,7.0,3.5,4.7,6.6,5.1,3.5,5.5,2.5,7.4,7.3,5.4
12/1994,2.4,7.1,4.0,5.0,4.4,4.4,7.1,3.4,5.5,5.3,3.8,8.5,5.0,2.5,5.4,5.0,4.5,3.1,4.2,2.0,7.1,4.9,5.5
12/1995,2.0,5.8,4.2,5.6,5.6,4.6,7.4,3.6,5.4,4.0,3.6,7.1,5.9,2.8,4.5,4.2,4.8,5.1,5.2,3.1,6.1,5.5,4.6
12/1996,1.8,7.0,5.2,6.2,6.5,4.6,8.0,4.5,4.6,4.9,3.7,6.7,6.1,1.9,5.5,4.4,5.2,3.1,5.6,3.0,6.6,4.0,6.0
12/1997,2.1,5.8,4.2,5.7,4.9,5.1,7.4,4.3,4.5,4.9,4.0,7.1,5.4,2.5,5.1,4.3,5.3,2.4,4.9,2.8,5.2,4.1,4.5
12/1998,1.9,6.3,4.5,6.1,5.3,5.2,7.3,4.2,4.2,4.5,3.8,6.5,5.3,3.0,4.7,5.0,5.6,4.4,5.9,2.4,5.4,5.1,4.1
12/1999,1.5,6.1,3.8,4.7,5.6,5.4,7.1,2.4,3.9,3.5,3.5,5.8,4.8,2.2,4.7,3.9,4.5,2.5,5.4,2.3,5.2,4.4,4.8
12/2000,3.2,5.1,2.9,4.8,4.0,3.5,6.0,3.5,4.0,4.0,3.7,4.2,3.7,5.0,4.7,4.6,4.3,2.8,3.9,2.4,3.5,4.0,4.6
12/2001,3.2,4.8,2.5,5.1,3.6,2.8,5.0,3.4,4.7,4.3,4.2,4.7,3.7,4.7,4.9,4.3,4.1,2.4,4.1,3.3,4.1,3.9,3.9
12/2002,3.2,5.5,3.3,4.9,5.2,4.0,6.2,3.9,5.0,4.5,4.3,5.4,4.4,6.3,5.3,5.3,4.7,3.0,4.4,3.8,4.5,4.7,4.4
12/2003,3.2,5.0,3.2,5.8,4.0,4.3,5.6,3.8,4.4,4.3,4.5,4.3,4.2,4.6,5.1,5.5,4.5,3.1,3.6,3.2,4.1,3.9,4.0
12/2004,2.7,4.8,2.8,4.0,4.1,3.8,4.7,4.1,3.7,4.0,4.5,3.9,3.4,3.8,4.2,5.4,3.9,2.2,3.1,2.9,3.6,3.6,4.0
12/2005,2.6,4.4,2.5,4.1,3.8,3.2,4.8,4.1,4.4,3.6,4.0,4.2,3.4,3.5,4.5,5.1,3.9,2.0,2.8,2.7,3.2,4.0,3.9
12/2006,2.1,4.0,1.8,3.1,3.0,2.7,4.1,2.9,3.3,3.0,3.7,3.1,2.7,3.0,3.8,4.7,2.8,1.5,2.1,2.2,2.7,3.2,3.2
12/2007,1.9,3.8,1.7,2.5,2.6,2.6,3.5,2.8,3.0,3.0,3.3,2.1,2.3,3.8,3.4,3.7,2.4,1.4,1.9,2.0,2.5,2.6,2.8
12/2008,2.8,4.4,2.1,4.6,3.2,3.1,4.9,3.4,3.8,3.6,4.7,5.3,3.1,3.6,4.8,4.7,3.9,2.1,2.9,5.5,3.5,3.7,3.6
12/2009,4.7,9.1,7.0,8.2,6.6,6.6,8.4,5.6,6.1,9.5,7.7,8.9,7.9,5.4,8.2,8.0,8.2,4.8,7.4,8.4,7.7,6.2,7.3
12/2010,4.1,6.6,5.2,6.8,5.0,5.0,6.7,4.4,5.8,6.5,6.7,8.3,6.6,4.4,6.8,5.3,7.1,5.5,5.9,8.5,6.1,5.7,4.8
12/2011,4.1,5.9,4.5,5.8,4.6,4.9,6.4,4.6,4.8,6.2,6.3,8.1,5.8,3.9,6.6,5.2,6.7,4.3,4.9,8.4,5.8,5.3,4.4
12/2012,4.0,5.6,4.8,5.1,4.0,5.2,6.0,4.2,5.1,5.2,5.5,6.9,4.7,3.7,6.0,4.7,6.0,5.4,4.6,7.5,5.5,4.8,3.9
12/2013,3.3,5.5,3.9,4.2,3.5,4.0,5.4,3.7,4.7,5.3,4.7,5.8,4.5,3.4,5.6,4.8,5.1,4.4,4.3,6.5,5.1,4.4,3.2
12/2014,2.9,4.3,2.9,3.8,2.7,3.8,4.8,3.0,3.7,4.3,4.1,4.8,3.5,2.8,4.6,3.5,4.4,4.3,3.6,4.5,4.0,3.9,2.8
12/2015,3.0,5.0,4.6,4.3,4.5,4.0,6.3,3.3,4.3,5.3,4.2,4.9,5.8,3.1,5.3,4.6,4.7,5.9,5.3,4.1,5.4,4.3,3.5
12/2016,3.0,4.6,6.2,4.5,5.6,4.5,6.5,3.1,4.3,5.4,4.0,4.5,6.7,3.1,5.2,4.3,4.6,5.8,5.4,3.7,5.2,4.2,4.6
12/2017,2.7,4.1,4.1,3.8,4.0,3.1,5.2,2.6,3.4,4.0,3.6,3.9,5.0,2.3,4.6,3.5,4.1,4.0,4.1,3.5,4.1,3.8,3.8
