Time,"Adair County, OK","Alfalfa County, OK","Atoka County, OK","Beaver County, OK","Beckham County, OK","Blaine County, OK","Bryan County, OK","Caddo County, OK","Canadian County, OK","Carter County, OK","Cherokee County, OK","Choctaw County, OK","Cimarron County, OK","Cleveland County, OK","Coal County, OK","Comanche County, OK","Cotton County, OK","Craig County, OK","Creek County, OK","Custer County, OK","Delaware County, OK","Dewey County, OK","Ellis County, OK","Garfield County, OK","Garvin County, OK","Grady County, OK","Grant County, OK","Greer County, OK","Harmon County, OK","Harper County, OK","Haskell County, OK","Hughes County, OK","Jackson County, OK","Jefferson County, OK","Johnston County, OK","Kay County, OK","Kingfisher County, OK","Kiowa County, OK","Latimer County, OK","Le Flore County, OK","Lincoln County, OK","Logan County, OK","Love County, OK","Major County, OK","Marshall County, OK","Mayes County, OK","McClain County, OK","McCurtain County, OK","McIntosh County, OK","Murray County, OK","Muskogee County, OK","Noble County, OK","Nowata County, OK","Okfuskee County, OK","Oklahoma County, OK","Okmulgee County, OK","Osage County, OK","Ottawa County, OK","Pawnee County, OK","Payne County, OK","Pittsburg County, OK","Pontotoc County, OK","Pottawatomie County, OK","Pushmataha County, OK","Roger Mills County, OK","Rogers County, OK","Seminole County, OK","Sequoyah County, OK","Stephens County, OK","Texas County, OK","Tillman County, OK","Tulsa County, OK","Wagoner County, OK","Washington County, OK","Washita County, OK","Woods County, OK","Woodward County, OK"
05/1990,8874,2843,4865,3087,8596,5289,13972,12348,40181,20030,15720,5989,1712,95206,2563,42730,3079,6545,29677,13773,12558,2414,2241,26639,11622,19721,2651,2430,1425,2038,4323,5317,11251,2924,4088,23583,6673,4944,4130,18166,13390,13571,3696,3818,4500,15132,11335,14120,6528,5659,29724,5455,4426,4302,310881,15426,19132,13817,7477,30452,17250,16169,26529,4302,2172,28478,10549,15413,18632,8743,4337,268857,24232,23180,5196,4413,9337
05/1991,9148,2758,4837,3008,8807,5088,13427,12134,39141,19680,16232,6068,1764,93312,2454,41564,2427,6454,29377,13348,12873,2398,2030,26307,11648,18606,2583,2273,1358,2002,4384,5477,10341,2799,3912,23365,6379,4740,4664,17971,13572,13279,3775,3669,4516,14593,10956,14512,6522,5561,29355,5205,4285,4445,301060,15118,18752,12931,6727,29764,18382,16081,26104,4320,2046,28676,10591,15371,19063,8440,4221,268487,24261,22149,5236,4316,8871
05/1992,9654,2843,4678,3040,8928,4832,13592,12014,39268,19774,16401,6012,1921,93701,2480,42441,2446,6654,29338,13908,13410,2514,1980,26372,11482,19111,2639,2286,1475,2056,4388,5444,10159,3102,4311,23747,6543,4971,4187,18057,13979,13229,3747,3840,4873,14656,10933,14807,6626,5631,29173,5220,4266,4604,300821,14788,18645,13171,6851,33165,18122,16113,25748,4553,2057,28853,10725,15317,18832,8747,4408,268485,24284,22405,5333,4523,8805
05/1993,10046,2788,4911,2998,9203,5184,13894,12252,39664,20516,16608,6043,1861,95528,2620,42793,2375,6456,29509,13433,14677,2407,1917,26686,11304,19663,2554,2419,1388,2034,4320,5690,10833,3291,4509,23400,6658,4961,4217,18251,14886,13481,3927,3714,5058,14634,11197,14555,6934,5680,29807,5324,3969,4457,303241,15140,18875,13544,7038,33090,18325,16168,25986,4930,2122,29865,10861,15742,18435,8901,4244,271592,24791,21197,5228,4463,9037
05/1994,10487,2762,4924,3117,9390,5200,14040,11976,40276,20389,16898,5974,1835,97180,2651,41528,2422,6458,29935,13685,15112,2378,1928,27373,11813,19792,2596,2488,1392,2059,4398,5778,11035,3365,4755,23157,6967,4993,4281,19050,14699,13621,3890,3884,5196,15235,11425,15416,7342,5612,30029,5765,3965,4569,305970,15313,18972,13135,6807,33780,18039,15988,26176,5010,2106,30686,10847,16082,18816,8923,4319,273192,25365,20583,5312,4499,9284
05/1995,9866,2642,4984,3016,9414,4872,13745,11736,41453,22505,16712,5572,1713,99890,2679,40869,2362,6380,30260,13342,15972,2300,1800,26922,10903,20585,2562,2501,1319,1944,4123,5388,11173,3414,4811,22812,6940,4810,4408,19589,14885,13806,3845,4007,5281,15298,11854,15123,7182,5777,29041,5749,3785,4428,309074,14914,18789,13387,6546,34731,17611,16302,26376,4975,2032,30723,10625,16226,17640,9156,4096,272510,25613,19738,5298,4225,9028
05/1996,10010,2646,5020,2934,9357,4984,14699,12210,42915,20707,17330,5984,1801,103227,2712,41470,2414,6431,30801,13052,16653,2259,1844,26838,11599,20790,2609,2599,1396,1750,4425,5433,11358,3498,4974,23196,6859,4819,4710,19851,14944,14017,3929,4018,5165,15986,12278,15145,7342,5820,29854,5631,3786,4512,315528,15185,18947,13432,6841,35521,17622,16487,27547,5440,2058,31517,10446,16348,17586,11749,3985,275885,26246,19361,5228,4341,9301
05/1997,9114,2414,4879,2889,9419,4937,15169,12115,44106,20755,17632,5873,1620,106283,2796,41342,2371,7025,31994,12728,16845,2130,1634,27898,11666,20604,2418,2585,1349,1708,4816,5368,12415,3489,4698,22440,7033,4619,4860,19306,14634,14199,3880,3990,5182,14356,12537,15178,7372,5779,30289,5796,4026,4582,320225,15455,19767,13731,6663,35957,18155,16988,27675,5230,2015,33479,10259,16990,17882,13769,3736,286934,27398,20898,5044,4519,9185
05/1998,9236,2696,4920,3114,9769,4772,16953,12849,44987,20823,17969,5711,1876,109263,2545,40591,2375,6835,32886,12556,17585,2180,1713,27890,11428,20401,2427,2590,1401,1819,5058,5662,12765,3340,4823,22310,7189,4812,4579,19973,14288,14077,3852,4098,5229,15038,12847,15269,7778,5533,31610,5921,3687,4137,324262,14966,20178,13206,6428,36068,17440,16732,28252,5102,2108,35209,10158,17284,18136,14040,3862,295663,28466,18755,5170,4651,9597
05/1999,8994,2673,4887,2778,10033,4680,17172,13193,46173,20418,19008,5556,1812,111810,2612,41283,2244,6687,33435,12213,17725,2095,1719,27326,11172,19513,2316,2519,1285,1817,4967,5505,12879,3292,5048,22230,6887,4899,5125,20159,14887,14383,3820,3995,5396,16286,13195,15708,8110,5533,32411,5789,3855,3733,329386,14640,20194,13450,6609,37937,18257,17228,28627,5008,2094,36509,9912,17207,17806,14482,3627,298724,28853,19698,5042,4522,8996
05/2000,9023,2622,5170,2925,8570,4954,16787,12204,46254,20896,19354,6194,1571,110533,2489,43554,2874,6867,31772,13489,16132,2286,2096,27902,12429,21791,2559,2293,1388,1886,5047,5487,11952,2897,4474,21748,7170,4615,4340,20579,14758,16867,4213,3982,5805,18362,13737,14712,8144,6021,29265,5756,4923,4560,324177,17007,20673,15681,7838,36838,18105,16822,30147,4717,1804,35874,10411,17053,19269,10373,3803,294476,29225,22932,5520,4627,9124
05/2001,9146,2541,5258,2999,8635,4682,17654,12028,47155,21368,19108,6401,1532,112869,2531,42321,2795,6830,31928,13385,16260,2322,2081,27305,12989,21917,2514,2250,1431,1917,5439,5312,11988,2717,4631,22790,7260,4553,4554,20893,14859,17195,4278,3919,5708,18582,13809,15649,8169,6069,28780,5539,4758,4638,327041,16993,20866,15769,7896,35464,17989,16644,29850,4825,1804,36753,10525,17303,19246,10453,3709,295742,29789,23517,5886,4661,9486
05/2002,9209,2545,5413,2998,8859,4689,18041,12408,48327,21684,20151,6543,1459,114694,2509,44115,2821,6774,32579,13260,16707,2347,2088,27905,13053,22429,2608,2303,1405,1904,5604,5382,12407,2485,4567,22931,7393,4668,4062,21177,15040,17372,4346,3778,5781,17125,13983,15478,8162,6108,30219,5423,4954,4842,331887,17049,21189,15147,8000,35227,18454,17116,30202,4769,1801,37991,10605,17622,19444,10380,3858,300291,30838,23539,5902,4890,9556
05/2003,9878,2629,5675,3041,9144,4926,18088,12622,48387,22917,20469,6537,1542,114974,2489,45111,3058,6751,31958,13323,16857,2452,2221,27583,13270,22349,2628,2313,1455,2109,5563,5348,12647,2508,4943,21879,7444,4630,4058,21183,14730,17412,4628,3895,6046,16690,14085,14622,8300,6058,29083,5409,4947,4718,330941,16799,20679,15191,7864,35716,19631,17906,30413,5318,1914,38217,10422,17732,19541,10465,3787,292945,30740,23977,5963,4765,9526
05/2004,9623,2482,5497,2961,9380,4790,18504,12186,49698,22901,21129,6450,1364,115942,2273,45835,3200,6610,31508,13522,17010,2386,2169,27812,13178,22837,2437,2133,1403,1872,5145,5312,12474,2327,4606,22085,7205,4361,4230,21215,14787,17963,4769,3723,6152,16228,14252,14684,8521,6437,28793,5319,4907,4464,330690,16670,20394,15365,7682,35165,19545,17524,30373,5005,1818,38519,10257,17937,19459,10035,3609,289290,31043,23931,5900,4641,9728
05/2005,9912,2386,5552,2922,9714,4820,19333,12030,50917,23606,20980,6569,1351,117631,2220,45227,3277,6635,31989,13707,17401,2371,2135,28291,13198,23302,2383,2082,1360,1912,5230,5122,12174,2227,4868,20771,7641,4104,4009,21416,14704,18091,4751,3701,6196,16673,14662,14061,8546,7083,29288,5391,4865,4505,331259,16660,20686,16180,7763,35218,20150,18497,30888,5350,1812,39527,10071,18148,19943,9377,3527,291296,31757,24641,5774,4674,10118
05/2006,10243,2284,5623,2887,10251,4831,20023,11653,51149,23810,21686,6584,1245,116946,2306,45512,3331,6777,31454,13930,17542,2362,2146,29413,13427,23520,2329,2039,1398,1864,5336,5028,12626,2318,4912,21794,7921,3917,4055,21838,14458,17708,4769,3832,6218,17316,14750,14161,8260,7472,29021,5630,4835,4531,327005,16519,20505,16492,7653,36081,21496,19762,31762,5428,1774,40252,10283,18472,20673,9024,3467,293463,32644,25265,5790,4466,11156
05/2007,10918,2408,5917,3135,11532,5009,20362,11877,50771,25343,23463,6851,1313,117150,2477,44776,4324,7444,30947,14659,18458,2489,2385,30169,14270,22618,2571,2003,1339,1973,5643,5006,12558,2382,5114,22862,8361,4067,4192,21114,13834,16895,5051,3958,6425,18266,14649,14063,8528,8126,29494,5984,4963,4716,322130,16062,20104,16981,7397,38171,22333,19281,32812,5232,1889,39829,10588,17840,21210,9334,3482,291054,32517,26479,6034,4519,11762
05/2008,10683,2486,6023,3243,12197,4929,20564,12330,51841,26630,22834,6856,1193,118735,2487,45420,4007,7290,31061,14519,18972,2564,2470,31086,14728,22837,2572,1991,1281,2088,5949,5013,12451,2348,5221,24186,8514,4033,4722,20934,13751,17677,5280,4200,6691,18409,14909,14216,8628,8452,29543,5730,4963,4575,322557,15856,20075,17264,7257,34572,23944,20231,33325,5237,1889,40151,11080,17714,22101,9450,3436,292958,33158,27130,6144,4262,12494
05/2009,11244,2629,6276,3450,12366,5025,20623,13026,53255,28694,24419,7388,1344,119939,2691,47424,3440,7642,31202,15420,19819,2786,2549,32016,15383,23257,2744,2130,1403,2126,6310,5847,12390,2613,5374,23961,7875,4196,4703,21199,13879,18111,5628,4380,6672,18567,15156,15168,9031,9232,31095,6119,5284,4874,325009,15915,19731,18770,7326,35281,23896,20784,33734,5575,1995,40447,11305,17835,22247,7890,3652,293822,33444,28237,6515,4683,11884
05/2010,8921,2503,5167,2944,10195,4604,18786,11959,59980,21185,19870,6156,1435,130935,2328,52163,3021,6680,31830,14030,17354,2279,2064,28791,12085,25291,2600,2185,1310,1872,4911,5644,11566,2757,3833,20998,7419,4306,4573,20852,15596,19744,4822,3904,6625,18206,17113,14955,7499,6391,29774,5241,4939,4372,353369,16915,21307,14710,7655,36682,19138,17912,31099,5041,1719,43551,10024,18112,20029,8681,3393,307261,35331,24116,5477,4368,9357
05/2011,8882,2617,5105,2953,11165,4459,17354,11826,61196,21503,19557,6010,1417,132286,2359,50689,2924,6410,31077,15069,17360,2484,2108,28678,12279,25183,2586,2180,1344,1888,4721,5561,11459,2713,3744,20523,7676,4311,4416,20139,15424,20102,4967,4044,6729,18135,17203,14953,7491,6449,30219,5330,4906,4400,354895,16424,21116,14333,7562,36835,18901,18134,31315,4986,1886,42732,9969,17420,20403,8991,3407,301520,34825,24013,5542,4561,9846
05/2012,8610,3148,5035,3221,12570,4448,17594,12030,63252,21929,18978,5848,1403,135345,2377,50875,2935,6454,31373,15856,17337,2399,2307,29311,12464,25552,2777,2208,1467,1996,4626,5845,11331,2651,3776,20300,7888,4357,4542,20150,15529,20563,5077,4132,6930,18716,17596,14710,7468,6613,29998,5587,4946,4527,363097,16483,21240,14724,7485,38357,19031,18384,32062,4930,2124,43527,10007,17273,20540,9340,3536,307128,35732,24342,5814,5163,10533
05/2013,8461,2965,4994,3170,12660,4350,17693,11572,64830,22124,19056,6038,1302,136939,2260,50241,2884,6342,31129,16079,17237,2783,2395,29781,12359,25558,2723,2037,1383,1952,4492,5918,10997,2592,3582,20188,7938,4153,4185,19903,15436,20791,5260,4139,7108,19043,17856,14621,7537,6512,29777,5546,4852,4484,367848,16217,21121,14390,7371,37682,18166,17893,32004,4764,1942,43762,9843,16983,20647,9699,3464,309790,35849,24656,5702,5151,10799
05/2014,8053,2984,4819,3113,12418,4563,17813,10919,65383,21766,18481,5640,1205,134909,2291,49173,2804,5978,30693,15754,16946,2296,2304,29580,12708,25062,2687,1971,1245,1896,4284,5708,10555,2500,3610,19103,7783,3949,3980,19209,15267,20778,5273,4249,6983,18715,17824,14230,7017,6502,29201,5560,4691,4456,366812,15837,20760,13802,7190,38402,17097,17829,32010,4530,1709,43431,9572,16524,19881,9158,3288,309144,35307,24342,5528,5170,10600
05/2015,8270,3194,4884,3075,12318,4642,18253,12093,68254,22688,19803,5925,1429,137915,2363,49746,2883,6298,31299,15739,17744,2472,2504,30017,13141,26275,3340,2213,1331,2065,4524,5835,10939,2703,3955,19393,8407,4208,3946,19853,15888,21496,5946,4401,6854,19609,18795,14790,7170,6797,29720,5698,4837,4553,373991,16239,21261,14505,7475,38631,17558,18407,32924,4967,1872,44542,9788,16919,20412,9882,3452,317245,36208,24503,5782,5455,10419
05/2016,8172,2945,5049,2893,10769,4400,19348,11927,69119,22781,19680,5705,1444,138332,2364,49301,2885,6308,31282,15205,18041,2654,2283,28886,12763,26013,2994,2244,1324,1945,4582,5561,11080,2798,4452,18997,8403,4110,3775,19789,15786,21485,6517,4015,6683,19543,18874,14929,7129,6413,29638,5745,4709,4619,372892,16054,20950,14428,7458,38526,17662,18418,33120,4821,1862,44575,9642,16857,19262,9485,3376,315606,36366,23967,5381,5268,9511
05/2017,8030,2939,5126,2912,11233,4578,19995,12304,69397,22570,19180,5684,1383,139424,2318,49228,2829,6046,31254,15260,18521,2431,2228,27962,12567,25830,2884,2046,1305,1815,4360,5399,10933,2449,4973,19187,8545,3910,3403,19304,15711,21546,6529,3979,6583,19201,18822,15020,6966,6376,29398,5836,4603,4458,375712,15949,20927,14483,7350,38895,17866,18657,33190,4733,1854,44782,9354,16516,18318,9265,3305,317595,36540,22983,5403,4922,9358
06/1990,9011,3007,4945,3378,8640,5426,13561,12651,40744,20643,15622,5962,1790,96741,2582,43902,3133,6693,30290,13894,12734,2331,2288,27819,12191,19703,2867,2526,1487,2101,4217,5377,11203,2914,3787,24197,6730,5018,4065,18220,13610,13805,3793,3918,4628,15247,11507,13776,6601,5800,30186,5612,4562,4477,315566,15586,19708,13926,7233,30051,17713,15838,26981,4282,2222,29196,10546,15793,19329,9015,4480,276259,24849,23888,5221,4382,9725
06/1991,9278,2831,4866,3109,8914,5047,13618,12488,40027,20330,16102,6134,1865,95640,2489,41445,2459,6626,30149,13268,13199,2511,2088,27158,11957,18441,2643,2373,1409,2096,4232,5412,10403,2785,3543,24072,6550,4798,4608,17927,13869,13582,3816,3808,4709,14939,11251,14314,6594,5748,29793,5437,4414,4337,311020,15211,19227,13096,6399,30379,18646,15718,26847,4352,2102,29476,10433,15757,19621,8662,4421,275564,24913,22941,5074,4292,9157
06/1992,9917,2889,4816,3152,9243,5079,13526,12667,40106,20506,16321,6073,2011,95570,2500,43395,2548,6857,30064,13674,13721,2495,1958,26909,11777,19081,2677,2332,1483,2164,4475,5701,10376,3238,4061,24370,6643,4923,4210,18212,14457,13460,3894,3989,4957,14870,11206,14776,6792,5803,29659,5391,4326,4576,307221,15344,19061,13384,6799,33349,18706,15979,26324,4510,2151,29537,10992,15747,19622,8974,4382,275181,24976,23288,5275,4333,9085
06/1993,10342,2929,4936,3122,9362,5302,13825,12665,40469,21294,16810,6107,1967,97187,2599,43480,2454,6574,30239,13509,15092,2476,1957,27924,11725,20171,2636,2499,1413,2101,4380,5594,11157,3292,4323,24243,6916,5080,4086,18707,15445,13752,4067,3932,5046,14916,11423,14238,7164,5860,30353,5534,4103,4682,309368,15126,19394,13653,7211,32061,18921,16137,26450,5082,2294,30679,11010,16269,18854,9114,4327,278934,25293,21502,5228,4389,9199
06/1994,10601,2756,4813,3145,9670,5129,13630,12107,41149,20934,16548,5861,1816,99345,2489,42386,2407,6582,31031,13581,15318,2244,1883,27933,11820,19265,2620,2511,1386,2108,4304,5521,11105,3327,4492,23577,7017,4959,4333,19317,14926,13935,4066,3844,5103,15738,11686,15060,7163,5761,30109,5845,3952,4335,311484,15455,19332,13405,6950,33518,18353,15451,26761,4857,2130,31422,10643,16606,18749,8899,4243,280190,25910,20413,5285,4469,9335
06/1995,10031,2742,5040,3028,9654,5091,13709,12317,42303,21455,16916,5836,1753,101941,2756,41732,2349,6495,30981,13588,16520,2315,1798,27569,11099,20347,2594,2509,1348,1963,3945,5260,11546,3446,4720,23395,7144,4851,4386,19513,15602,14130,4010,4068,5238,15933,12202,14864,7221,5953,29627,5846,3838,4553,315215,15332,19257,13560,6823,33124,18184,15927,27053,4956,1989,31462,10839,16586,17731,9512,4104,278740,26189,19746,5392,4175,9058
06/1996,10242,2775,4829,2970,9507,5227,14293,12443,43779,21393,17492,5818,1873,105341,2690,42197,2487,6649,31367,13184,17023,2237,1839,27503,11874,20930,2677,2625,1472,1857,4166,5092,11556,3583,4873,23520,7110,4897,4574,19741,15469,14246,4069,4174,4976,16218,12550,14915,7488,6137,30496,5784,3881,4459,321342,15142,19394,13359,6950,34211,18010,16253,28010,5233,2098,32221,10639,16816,17791,12010,4054,282410,26920,19558,5295,4265,9470
06/1997,9099,2497,4894,2868,9647,4948,14810,12616,45051,21575,17831,5826,1660,108887,2710,41947,2394,7083,32925,12528,17237,2089,1626,28919,11656,20321,2530,2636,1356,1639,4651,5062,12685,3515,4485,22721,7185,4656,4806,19519,14922,14555,4031,4108,4988,14803,12799,14994,7501,5989,30696,6059,4171,4626,327392,15386,20081,13477,6293,34371,18443,16464,28418,4990,2032,34136,10459,17434,18238,13837,3800,293613,28021,21605,5040,4427,9312
06/1998,9353,2820,4882,3166,9993,4801,16936,13375,45755,21128,17955,5799,2007,111469,2490,41580,2421,6970,33631,12595,18137,2171,1697,28797,11590,20878,2595,2726,1433,1819,4983,5387,13044,3364,4818,22862,7304,4914,4616,20102,14683,14293,3951,4279,5274,15440,13073,15223,8005,5741,32134,6049,3838,4388,329514,15216,20460,13436,6195,34105,17809,16382,28845,4947,2203,35735,10300,17671,18454,14193,4009,300771,28977,19256,5180,4605,10809
06/1999,9035,2792,4922,2670,10127,4812,17080,13588,47101,20975,18989,5686,1971,114259,2634,42086,2286,6769,34092,12025,17906,2065,1704,28125,11751,19710,2374,2577,1354,1791,4980,5310,13148,3339,4997,22525,7049,4987,4694,20348,15024,14684,3912,4086,5380,16906,13478,15925,8284,5646,32903,5985,3951,3853,336033,14715,20618,13474,6429,36356,18467,17292,29250,4850,2083,37212,10001,17694,17888,14650,3692,304470,29419,20307,5011,4487,9102
06/2000,9260,2801,5227,3002,8822,5002,16961,12471,46917,21509,19546,6216,1722,112321,2604,44122,2979,7087,32508,13374,16440,2307,2112,28832,12769,22131,2723,2378,1492,1886,5147,5587,12362,2986,4558,22196,7357,4729,4285,20889,14981,17148,4343,4150,5781,18780,13949,15091,8284,6262,29477,5909,4902,4644,328903,17331,21129,16085,8033,35582,18195,16883,30722,4664,1920,36686,10606,17325,19711,10905,3923,301096,29908,23209,5607,4557,9427
06/2001,9164,2634,5208,2967,8901,4804,17741,12404,48031,21877,19360,6485,1637,115903,2546,43213,2818,6940,32597,13155,16582,2327,2149,28228,13122,22375,2570,2342,1488,1882,5439,5315,12169,2784,4592,23076,7465,4597,4650,21154,15167,17555,4382,4078,5718,18699,14146,15768,8322,6313,29088,5419,4843,4785,333909,17283,21295,15860,8077,33560,18475,16944,30453,4738,1868,37525,10703,17486,19575,10732,3774,301726,30422,24111,5852,4492,9680
06/2002,9220,2529,5340,2885,8980,4768,18031,12539,49050,22197,20204,6647,1477,116757,2531,45160,2874,6658,32915,12715,16890,2317,1992,28655,13122,22802,2601,2297,1434,1807,5547,5272,12473,2514,4469,22824,7345,4571,4195,21527,15283,17669,4447,3821,5681,17168,14221,14782,8250,6132,30626,5464,4976,4879,337542,17240,21424,15268,8085,33463,18786,16784,30226,4583,1751,38499,10668,17981,19679,10350,3905,303878,31200,23973,5677,4294,9570
06/2003,10011,2665,5688,3092,9412,5013,18419,12955,48946,23362,20760,6595,1583,116472,2405,46008,3166,6827,32452,12944,17318,2443,2250,28333,13405,22639,2714,2352,1472,1946,5617,5581,12918,2516,4939,22282,7500,4594,4189,21983,14929,17676,4758,3973,5941,17272,14278,14788,8467,6312,29491,5393,5050,4847,334489,17100,21034,15498,7957,33813,20062,18516,30786,5255,1943,38905,10676,18275,19914,10726,3868,299937,31467,24435,5944,4758,9770
06/2004,9976,2679,5547,3055,9657,5024,18584,12562,50247,23625,21349,6555,1573,117758,2331,46484,3293,6808,32155,13134,17511,2468,2248,28788,13567,23152,2694,2286,1525,1831,5291,5506,12833,2528,4706,22439,7460,4475,4182,21483,14941,18119,4918,3971,6279,17016,14546,14976,8735,6683,29062,5429,5032,4627,335559,16995,20833,15868,7843,33593,20088,17943,30862,5103,1837,39251,10550,18211,19856,10559,3778,294609,31607,24579,6040,4591,9946
06/2005,10134,2447,5373,3044,9953,5061,19408,12462,51601,24096,20998,6605,1427,119565,2242,46048,3333,6730,32594,13404,17699,2377,2237,29117,13383,23637,2445,2130,1386,1761,5293,5208,12474,2261,4838,21149,7814,4202,3993,21843,14894,18300,4874,3823,6240,17064,14925,14039,8691,7295,29892,5391,4870,4572,336867,17109,21068,16582,7902,33514,20526,18492,31269,5385,1816,40302,10260,18479,20265,9620,3592,297157,32373,25338,5893,4422,10289
06/2006,10565,2425,5748,3055,10697,5036,21119,12018,51753,24770,21875,6764,1379,118409,2386,46006,3377,6946,32031,13542,17994,2412,2284,30310,13809,23808,2426,2153,1500,1789,5452,5238,12869,2430,5030,22144,8201,3987,4071,22073,14629,17944,4970,4006,6488,17380,14931,14496,8465,7881,29536,5790,4645,4650,330770,16775,20866,16977,7760,34414,21975,19999,32154,5578,1847,40873,10552,18658,21355,9480,3646,297849,33168,25990,5856,4269,11410
06/2007,11151,2445,5959,3159,11767,5084,21930,12128,51666,26205,23440,6891,1342,119434,2519,45911,4277,7482,31498,14411,18938,2446,2366,31129,14621,23071,2641,2021,1373,1801,5537,4835,12753,2439,5082,23429,8533,4085,4187,21295,14082,17203,5229,4081,6668,18568,14905,13871,8585,8360,29764,5994,4764,4798,327493,16329,20484,17414,7497,36718,22979,19826,33204,5419,1846,40535,10648,18010,21964,9559,3534,296245,33071,27246,6035,4297,12067
06/2008,10978,2620,5978,3228,12499,5100,20728,12412,52622,27123,22928,7040,1282,120567,2495,46816,4129,7534,31680,15018,19255,2599,2517,32077,14928,23189,2651,2057,1355,1961,5901,4925,12589,2410,5160,24400,8769,4078,4828,20955,14012,17951,5380,4339,6768,18736,15135,13910,8682,8705,30260,5836,5076,4607,327349,16164,20419,18256,7399,35379,24267,20021,33306,5303,1918,40815,11064,17692,22598,9807,3577,297625,33713,27808,6202,4326,12783
06/2009,11445,2730,6411,3413,12454,5249,20981,13064,53890,28680,25202,7415,1420,121651,2709,48660,3530,7886,31595,15861,20219,2864,2547,32701,15521,23527,2853,2191,1465,2064,6261,5900,12703,2647,5331,24193,8058,4361,4623,21245,14026,18326,5637,4468,6759,18812,15335,14923,9199,9536,31833,6048,5359,4955,328762,16034,19947,19226,7406,35888,23974,20613,34421,5634,2011,40993,11357,17920,22470,8049,3759,297533,33861,28824,6669,4625,11939
06/2010,9060,2576,5278,2889,10311,4733,19124,12242,60455,21691,19993,6126,1443,132081,2292,53004,3071,6829,32202,14498,17576,2287,2055,29373,12237,25535,2595,2196,1324,1811,4764,5460,11744,2756,3786,21159,7528,4393,4629,21159,15752,19919,4862,3977,6678,18440,17286,14695,7401,6518,30277,5290,4972,4418,356491,17088,21511,15046,7752,37383,19557,17463,31381,4973,1742,43905,10137,18345,20540,8672,3448,310392,35657,24612,5642,4294,9530
06/2011,9053,2629,5047,2913,11436,4529,17698,11773,61811,22021,19566,5976,1399,133887,2302,51419,2960,6503,31539,15351,17793,2407,2091,29250,12345,25429,2582,2171,1325,1813,4594,5413,11601,2682,3700,20728,7815,4308,4437,20048,15603,20333,4999,4079,6850,18667,17389,15070,7479,6587,30422,5444,4941,4474,358943,16642,21394,14704,7666,36886,19092,17923,31594,4928,1932,43309,9922,17398,20430,8933,3385,305965,35356,24609,5518,4434,10091
06/2012,8634,2965,5012,3179,12837,4495,17796,11949,64154,22345,19161,5773,1387,137519,2375,51638,2957,6560,31931,16025,17817,2361,2342,29974,12416,25907,2771,2216,1485,1908,4543,5638,11398,2649,3721,20560,7889,4326,4621,20375,15762,20911,5272,4187,7077,18958,17837,14859,7531,6827,30482,5415,4975,4404,368597,16774,21608,15014,7607,38369,19231,18134,32518,4776,2131,44248,10076,17523,20655,9225,3512,312579,36359,24866,5852,5184,10750
06/2013,8317,3040,4860,3100,12806,4387,17867,11711,65448,22363,19174,6029,1278,138505,2157,50744,2911,6394,31634,16384,17588,2764,2410,30204,12326,25821,2749,2076,1392,1898,4337,5635,11132,2564,3567,20190,8052,4071,4243,19995,15618,21045,5345,4166,7212,19414,18061,14638,7411,6567,29964,5573,4872,4377,371709,16438,21415,14421,7484,37661,18182,17509,32340,4707,1924,44382,9732,17045,20772,9646,3333,314395,36373,25011,5677,5193,10817
06/2014,8126,3054,4717,3182,12635,4543,17807,10928,66102,22156,18498,5684,1247,136473,2179,49932,2861,6107,31127,16011,17361,2350,2335,30017,12382,25384,2740,2019,1238,1852,4242,5465,10690,2467,3560,19386,7955,3892,4016,19402,15444,21046,5391,4350,7090,18818,18057,14202,6970,6667,29238,5597,4731,4511,370644,16055,21064,13982,7305,38468,17240,17303,32191,4584,1704,44064,9516,16662,20084,9167,3217,313437,35787,24681,5504,5089,10753
06/2015,8180,3114,4758,3064,12319,4612,18259,11983,69025,22986,19401,5881,1388,139715,2234,50442,2901,6363,31685,15985,17822,2453,2408,30501,13042,26526,3331,2230,1322,2000,4443,5675,11073,2658,3943,19408,8477,4159,3941,19895,16011,21738,6019,4398,6948,19582,18949,14537,7024,6882,29914,5746,4898,4552,378448,16388,21459,14637,7546,38451,17566,17906,33100,4813,1820,45178,9706,16979,20473,9839,3292,321317,36660,24831,5503,5418,10432
06/2016,8115,2831,4965,2794,10681,4306,19437,11734,69860,23116,19176,5644,1368,140347,2259,50230,2899,6336,31775,15309,18022,2522,2240,29205,12656,26196,2920,2223,1304,1844,4438,5274,11128,2659,4495,19207,8446,4068,3762,19943,15900,21718,6559,3950,6780,19576,18989,14870,7190,6557,30060,5831,4715,4563,377753,16253,21178,14701,7532,38688,17548,18069,33137,4696,1767,45377,9376,16925,19099,9250,3128,321160,36939,24357,5114,5295,9565
06/2017,8394,2878,5211,3047,11380,4665,21261,12168,70247,22910,19028,5678,1343,141480,2240,49799,2845,6151,31807,15454,19052,2413,2178,28204,12587,26122,2858,2035,1301,1732,4296,5229,11005,2420,5029,19375,8706,3889,3417,19445,15900,21836,6602,3963,6693,19264,19009,14703,6920,6623,29821,5807,4639,4460,380783,16192,21228,14648,7477,37931,17768,18672,33179,4621,1803,45560,9357,16611,18569,9220,3125,323069,37171,23409,5371,4839,9404
